"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","렌즈를 낌 &gt; 자신감 상승 &gt; 미세먼지 잔뜩 머금고 눈상태 나빠짐 &gt; 렌즈를 뺌 &gt; 안경쓴 원숭이 발견 &gt; 렌즈를 낌 &gt; 무한루트",FALSE,0,NA,2017-06-01 12:50:58,FALSE,NA,"870261388995735552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hddtj1",0,FALSE,FALSE,NA,NA
