keyword,frequency
황사,157
먼지,149
미세,143
미세먼지,142
말,87
바람,87
김,85
김상조,85
상조,85
낙마,85
황사바람,85
혼탁,85
마스크,37
8,28
0,25
00,24
7,24
2714,23
필,23
80,23
0106,23
봄,15
사계절,11
겨울,11
여름,11
가을,11
이유,10
수도,9
님,9
한국인,8
취약,8
적응,8
만큼,8
물기,8
비가,8
안,8
곳,8
홍수,8
며칠,8
우리,8
겨름,8
착용,8
외출,8
공기,8
한국,8
미,7
중국,7
9,6
중국발,6
발,6
최근,6
국내,6
배출량,6
실내,6
문,6
문제도,6
제도,6
제기,6
한국갤럽,6
갤럽,6
생활,6
불편,6
정도,6
공기청정기,6
청정기,6
사용,6
엔,5
엔카,5
카,5
모니터,5
오늘,5
5,5
츠쿠,4
추,4
색감,4
츠쿠님,4
지상,4
강림하시,4
제거,4
클린,4
벚꽃,4
벚꽃놀이,4
놀이,4
수,4
감사,4
날,4
월,4
방송,3
왕,3
왕소라,3
소라,3
이태원,3
아프리카,3
아프리카방송,3
유,3
유투브,3
투브,3
구독,3
해,3
해주세,3
주세,3
스타,3
스타벅스,3
벅스,3
아메리카,3
아메리카노,3
노,3
뉴스,3
6,3
307,3
2,2
4,2
계절,2
일,2
시,2
3,1
02,1
위,1
면,1
부직포,1
232,1
6월,1
5월가정,1
가정,1
달,1
필요,1
날씨,1
꽃가루,1
때,1
폐,1
지옥,1
지옥불반도,1
불,1
반도,1
듯,1
일주일,1
얼음,1
얼음사막,1
사막,1
흡연,1
숨,1
대한,1
대한민국,1
민국,1
네이버,1
출처,1
헤럴드,1
헤럴드경제,1
경제,1
요즘,0
ㅜ,0
짱,0
짱개가,0
개가,0
기후,0
기후협정,0
협정,0
소용,0
중국산,0
황사맛,0
맛,0
처,0
19,0
그립,0
한데,0
ㅎ,0
대체,0
오,0
계란,0
계란말,0
피크닉,0
날씨도,0
도시,0
도시락,0
락,0
요리,0
여,0
여보여,0
보여,0
87,0
희수,0
1,0
이슬,0
진아,0
초희,0
슈,0
슈단델타,0
단,0
델타,0
구현,0
4계절,0
개떡,0
거일,0
거일수도,0
꽃,0
가루,0
쓰리콤보,0
가을바람,0
낙엽,0
먼지ㅣ,0
ㅣ,0
서울,0
심,0
렌즈,0
눈,0
눈병,0
병,0
콘택트,0
콘택트렌즈,0
각막,0
각막보호,0
보호,0
어중간,0
옷,0
넵튠,0
거기,0
시지,0
둘,0
순,0
방,0
게임,0
글,0
글애,0
애,0
공장,0
공장바람,0
하늘,0
우현,0
우현이의,0
이의,0
라이브,0
2022,0
이거,0
띠,0
띠띠띠띠,0
능,0
자체,0
자체리믹스,0
리,0
믹스,0
귀요,0
귀요미,0
줄,0
거,0
뿐,0
황,0
사,0
2219,0
저감,0
사막화,0
사막화방지,0
방지,0
캠페인,0
17,0
17일,0
지정,0
세계,0
진행,0
생각,0
06075,0
모래,0
스타디움,0
오우,0
오우테이,0
테이,0
얘,0
간접,0
간접체험,0
체험,0
땡볕,0
인간,0
그늘,0
인간나무,0
니,0
나무,0
참고,0
정화,0
74,0
용도별,0
행주,0
분,0
세차,0
필수,0
초미세,0
초미세먼지,0
세차용품,0
용품,0
걸레,0
2017,0
2017년,0
년,0
5월,0
8일,0
10,0
10시,0
미세먼지주의보,0
주의보,0
발령,0
수원,0
수원시,0
수원시재난안전대책,0
재난,0
안전,0
대책,0
본부,0
어린이,0
노인,0
폐질환,0
질환,0
등,0
민,0
민감군,0
감군,0
실외,0
실외활동,0
활동,0
제한,0
일반인,0
동,0
황사마스크,0
