keyword,frequency
먼지,174
경유,174
차,174
안,165
노후,165
제한,165
미세,156
미세먼지,156
사대문,154
서울,147
3,146
서울시,144
등,141
박원,140
박원순,140
순,140
시장,140
단독,136
대중교통,135
무료,135
5,132
심각,130
운행,129
광화문,129
광화문광장,129
광장,129
시민,129
3천명,129
천,129
명,129
토론회,129
사대문안,129
노후경유차,129
5대,129
대,129
약속,129
대기,129
대기상황,129
상황,129
경유차,43
0,23
7,22
고농,22
6,20
2,18
미,17
고농도시,15
도시,15
자발적,15
2부제,15
부,15
제,15
종합,15
1,12
대책,11
뉴스,11
서울시장,10
전쟁,10
선언,10
4,10
4대문,10
대문,10
기,10
기습,10
습,10
발표,10
비상,9
조치,9
다음,7
8,7
중국,6
차량,6
비상저감조치,6
저감,6
발동,6
다음뉴스,6
애,5
초등학교,5
공기,5
공기청정기,5
청정기,5
지원,5
출처,4
네이버,4
대통령,3
하나,3
뿐,3
주범,3
화력,3
화력발전소,3
발전소,3
황사,3
327,2
21,2
흥미,2
결과,2
누명,2
비상조치,2
조선,2
조선일보,2
일보,2
9,2
야,2
생계,2
사람,2
한둘,2
연합,2
연합뉴스,2
경,2
00,1
선,1
언,1
문제,1
강수,1
551142,1
때,1
며칠,1
사이,1
적,1
도로,1
죄,1
환경,1
부담금,1
경유세,1
유세,1
일본,0
어디,0
자동차,0
20003108,0
9326,0
공정,0
사회,0
답,0
77,0
환경부담금,0
인상,0
환경부,0
개선,0
있음,0
환경개선부담금,0
내,0
몽,0
몽골황사,0
골,0
북,0
북경,0
천진,0
대련,0
공장,0
차매연,0
매연,0
석탄,0
석탄발전소,0
가정집,0
연료,0
예상,0
우리,0
우리나라,0
나라,0
경유차매연등,0
기차,0
기차개발,0
개발,0
인프라,0
770,0
선박,0
03,0
