keyword,frequency
먼지,248
마스크,248
미세,236
미세먼지,228
00,144
2,120
시,119
수,108
일,108
마스크팩,107
팩,107
10,107
피부,107
느낌,107
하루,106
내,106
123,105
19,105
추가,105
핵,105
핵틱,105
틱,105
시팩,105
2스텝,105
스텝,105
수딩,105
딩,105
진정,105
진정수분,105
수분,105
타입,105
하루죙일,105
죙,105
메이크업,105
추위,105
건조,105
정돈,105
0,41
황사,37
8,36
7,36
착용,32
외출,30
미,29
때,26
갤럽,24
2714,23
필,23
80,23
0106,23
안,21
국민,18
63,18
경우,18
불감증,14
32,14
5,13
공기,12
예보,12
68,11
실내,11
오늘,10
전문가,9
가급적,9
자제,9
방지,9
권장,9
여부,9
직업별,9
차이,9
가정주부,9
자영업,9
블루,9
블루칼라,9
칼라,9
정도,8
성인,8
37,8
편,8
실제,8
거리,8
착용자가,8
자가,8
그,8
우려,8
우려자,8
자,8
의지,8
집,8
때문,8
학,8
3,7
9,7
이상,7
불편,7
한국,7
유,6
목,6
6,6
1,6
중국,6
중국발,6
발,6
최근,6
국내,6
배출량,6
문,6
문제도,6
제도,6
제기,6
한국갤럽,6
생활,6
공기청정기,6
청정기,6
사용,6
사람,5
코,5
등,5
방개,4
거,4
월,4
ㅋ,4
어제,4
스케줄,4
운동,4
염증,4
반응,4
하룻밤,4
지심,4
대기,4
문제,4
개선,4
숙제,4
초미세,4
초미세먼지,4
날씨,4
방송,3
왕,3
왕소라,3
소라,3
이태원,3
아프리카,3
아프리카방송,3
유투브,3
투브,3
구독,3
해,3
해주세,3
주세,3
스타,3
스타벅스,3
벅스,3
아메리카,3
아메리카노,3
노,3
심,3
02,3
4,3
모자,3
효과,3
요즘,3
매,3
미세먼지마스크,3
중,3
우리,2
2764,2
님,2
건강,2
손,2
ㅜ,2
면,2
위험,2
속,2
티,2
009,2
아기,2
아기침침,2
침침,2
착용샷,2
샷,2
사진,2
봄날,2
55,2
0301,2
2027,2
032,2
0300,2
최악,2
ㅅ,2
2763,2
에어,2
에어웨어,2
웨어,2
기어,2
기어베스트,2
베스트,2
미상,2
미상유,2
소개,2
출시,2
전국적,2
저,2
73,2
631,2
1526,2
하구,1
팬,1
꿀,1
걱정,1
고,1
진자,1
날,1
놈,1
트와,1
트와이스,1
이스,1
밖,1
건,1
필수,1
008,1
거지,1
니,1
넘,1
행복,1
이유,1
위,1
부직포,1
232,1
미세먼지때메,1
메,1
눈,1
배,1
일본,1
가스,1
가스마스크,1
우리나라,1
나라,1
ㅌ,1
오지지않ㅎ나,1
세상,1
멋,1
멋ㅅ짐,1
짐,1
90,1
메디,1
메디힐,1
힐,1
티트리,1
트리,1
뭐,1
난해,1
이거,1
5월가정,1
가정,1
달,1
승희,1
안녕,1
안녕안녕,1
토요일,1
데,1
상태,1
약속,1
하이,1
하이파이브,1
파이브,1
조심,1
감기,1
담배,1
홍,1
홍릉시험림,1
릉,1
시험림,1
도시,1
도시숲,1
숲,1
저감,1
연구가,1
수행,1
결과,1
종합,1
포,1
이벤트,1
클린,1
클린업,1
업,1
포도,1
포도몰이,1
몰이,1
당일,1
포도몰,1
몰,1
3만원,1
만,1
원,1
구매,1
구매고객,1
고객,1
3매,1
휴대용,1
미니,1
손소독제,1
소독제,1
일회용,1
50,1
50매,1
3중,1
필터,1
2중,1
보호막,1
출처,1
네이버,1
스토어,1
한국인,1
악,1
악세,1
세,1
엘리오스,1
위험하다,1
하다,1
당신,1
끼,1
끼세요,1
세요,1
2017,1
2017년,1
년,1
5월,1
발령,1
어린이,1
실외,1
실외활동,1
활동,1
강한,0
긴급,0
속보,0
토리,0
반가,0
반가웠엉ㅎ,0
웠엉,0
ㅎ,0
완전,0
꿀잼,0
잼,0
0095,0
엠,0
엠브이피,0
브이,0
피,0
이대,0
유별,0
취급,0
툥툥,0
툥툥님,0
전공,0
전공교수,0
교수,0
강의,0
침,0
겁,0
저희,0
회사,0
부장,0
복숭아,0
일상,0
일상이야기,0
이야기,0
기관지,0
씹새끼,0
새끼,0
현수,0
엄마,0
조심성,0
개새끼,0
시발,0
시발새끼,0
고맙도,0
맙도,0
자상,0
렛,0
외,0
건강관리,0
관리,0
마스크안,0
대화,0
독,0
시늉,0
채,0
채영,0
영,0
170222,0
차트,0
레드,0
레드카펫,0
카펫,0
하늘,0
96,0
오빠,0
생각,0
생각ㅇ이,0
ㅇ이,0
거조,0
말구,0
밥,0
ㅠ,0
ㅠ요새,0
요새,0
거겠져,0
겠져,0
0089,0
마스크필수,0
중요,0
ㅁ,0
ㅁㅈ,0
ㅈ,0
흑,0
진짜,0
비염,0
56,0
병원,0
햇살,0
입꼬,0
장착,0
티안,0
후,0
후디,0
디,0
21,0
골방,0
아파트,0
연기,0
바닥,0
오,0
물수건,0
계세,0
6월,0
여,0
여보여,0
보여,0
87,0
처음,0
1296,0
희수,0
이슬,0
진아,0
초희,0
170305,0
을지,0
팬싸인회,0
싸인,0
회,0
연,0
욘,0
9ㅅ9,0
쓰궁,0
선물,0
마스,0
마스크지,0
크지,0
따위,0
없애버,0
없애버릴걸,0
릴,0
걸,0
유용,0
쓰길바래,0
한강,0
데이트,0
백,0
플,0
백면,0
보고,0
보고십,0
십,0
다행,0
옷,0
쇼핑몰,0
하나,0
가요,0
누나,0
옷먼지,0
큰일,0
대가리,0
무엇,0
어디,0
평소,0
옆,0
옆자리,0
자리,0
대리,0
펭귄,0
너,0
라,0
나,0
2배,0
4배,0
조,0
합,0
댜,0
성동,0
성동구,0
