keyword,frequency
먼지,140
마스크,137
미세,136
미세먼지,128
때,58
엄마,38
씹새끼,37
새끼,37
현수,37
조심성,37
개새끼,37
시발,37
시발새끼,37
0,28
00,27
오늘,25
7,21
8,21
착용,19
1,18
황사,14
5,13
3,12
2,12
4,11
날씨,10
6,9
외출,9
9,9
때문,9
면,8
이유,8
서울,7
월,7
분,7
안녕,7
거,7
02,7
위,7
부직포,7
232,7
2764,7
보통,6
환경,6
황사마스크,6
여름,6
장난,6
데,6
수,6
여러분,6
009,6
사진,6
0301,6
우리,6
대기,5
환경정보,5
정보,5
올해,5
7월,5
8월,5
주변,5
말로,5
미,5
나,5
아기,5
아기침침,5
침침,5
모자,5
착용샷,5
샷,5
봄날,5
55,5
2027,5
032,5
0300,5
사람,5
초미세,5
초미세먼지,5
세요,4
조심,4
내,4
생각,4
승희,4
안녕안녕,4
토요일,4
전국적,4
최악,4
상태,4
약속,4
하이,4
하이파이브,4
파이브,4
차,4
개,3
요즘,3
시,3
심,3
다,3
토,3
하세,3
필수,3
하루,3
가스,3
가스마스크,3
기관지,3
터,3
모과,3
모과차,3
유자,3
유자차,3
판타지,3
미세먼지때문,3
인보,3
월요일,2
활동,2
ㅅ,2
1109,2
오랜만,2
주말,2
빅,2
빅토니들,2
니들,2
연습실,2
연습,2
중이,2
중이예,2
예,2
기분,2
바람,2
내일,2
어버이날,2
0081,2
008,2
감기,2
시간,2
추가,2
팬,2
얼굴,2
538,2
전,2
라,2
참고,2
등,2
안,2
주의,2
출시,2
유,2
5월,1
주,1
아침,1
감사,1
용인,1
저감,1
자,1
내용,1
강원,1
정도,1
음,1
ㅂ,1
공기,1
최근,1
오,1
요,1
ㅎ,1
님,1
내일도,1
일도,1
모,1
몸,1
야,1
명심,1
남,1
행복,1
냥,1
조율,1
26,1
666,1
안개,1
한국,1
이상,1
남자,1
배,1
대,1
06,1
무,1
자외선,1
216,1
요새,1
체고잖아,1
주문,1
수량,1
3분,1
50,1
50개,1
보,1
해,1
주세,1
제가,1
나눔,1
줄,1
가능,1
가능합니,1
합니,1
준용,1
둥,1
0089,1
하세뇽,1
뇽,1
월요병,1
내자,1
0095,1
263,1
은,1
탐,1
탐라,1
마스크래,1
2.5,1
기침,1
꽃가루,1
일반적,1
용도,1
최고,1
로,1
연,1
마,1
고양이,1
수염,1
눈,1
일,1
트와,1
트와이스,1
이스,1
에어,1
에어웨어,1
웨어,1
기어,1
기어베스트,1
베스트,1
미상,1
미상유,1
소개,1
무료,1
1198,1
마지막,0
마지막주,0
시작하는,0
농도,0
활동하기바래,0
하기바래,0
보검,0
응원,0
박,0
박보검,0
4869,0
먼지마스크,0
저,0
낙심,0
며칠,0
안보,0
상사병,0
상사병걸릴뻔했읍ㄴ니,0
걸릴뻔했읍ㄴ니,0
부,0
부비부비,0
비부,0
비,0
부활,0
쉐여,0
뜬금,0
살기,0
대작전,0
용인시,0
저감대책,0
대책,0
적극,0
맑은,0
하늘,0
자세한,0
세한,0
강원미세먼지,0
먼지심,0
강원도,0
강원도간적,0
도,0
간적,0
좃,0
코,0
마스크유무,0
유무,0
개심,0
음ㅅㅂ,0
앱,0
세용,0
마스크끼셈,0
끼,0
셈,0
0098,0
이제,0
오빠,0
어디,0
윙태,0
요듐응,0
듐응,0
황,0
구,0
시급,0
시급ㅎ,0
마스크껵,0
껵,0
김,0
배포,0
서울형,0
형,0
비상,0
저감조치,0
조치,0
39,0
안녕하세,0
수강,0
수강신청,0
신청,0
사용,0
실내,0
실내활동,0
권장,0
6889,0
메이,0
메이님,0
ㅜ,0
ㅜㅅㅜ,0
지금,0
떠세,0
3030,0
이름,0
발암,0
발암물질,0
물질,0
위험성,0
인,0
셍,0
멸망,0
꿈,0
의식,0
제대,0
기억,0
몽도,0
가지,0
방해,0
뭐,0
기보,0
요ㅡ,0
ㅡ,0
그쪽,0
망각,0
지난번,0
에메랄드,0
에메랄드색,0
색,0
연두색,0
진짜,0
여름감기,0
여자,0
몸조심,0
56,0
넘,0
51,0
2022,0
백,0
백현,0
현,0
둘,0
사복,0
패딩,0
젛,0
교복,0
미세먼지때무,0
등하교,0
해야겠다,0
삶,0
하나,0
발견,0
화장,0
양립,0
세가지,0
조화,0
방법,0
반디,0
반디케이,0
케이,0
서,0
있음,0
사세,0
번,0
치약,0
법,0
부부,0
부부사이,0
사이,0
날,0
어린이,0
지수,0
선,0
선크림,0
크림,0
뿐,0
폭염,0
자정,0
정,0
마감,0
다음주,0
공구,0
전쟁,0
가격,0
검증,0
안전,0
누적,0
판매량,0
6만장,0
만,0
장,0
상품,0
0086,0
삼,0
이벤트,0
감사드립,0
드립,0
궁,0
야간,0
야간촬,0
촬,0
출사,0
지인,0
생,0
생얼,0
얼,0
ㅂ기,0
기,0
조심하세,0
태,0
태민,0
민,0
나중,0
라도,0
불편,0
우리지역,0
지역,0
경우,0
속도,0
속도마츠,0
츠,0
오소쵸,0
소,0
쵸,0
정찰,0
오소마츠,0
전염병,0
떄,0
떄문,0
문,0
쵸로마츠,0
만화,0
피,0
피토주의,0
ㅁ,0
ㅁㅏ스크,0
ㅏ스크,0
80,0
맘,0
맘먹,0
먹,0
지,0
400,0
80따위,0
따위,0
산책,0
1층,0
층,0
가족,0
초,0
쯤,0
남자아이,0
아이,0
메르스,0
목소리,0
자전거,0
타고,0
ㅇ,0
ㅇ현실,0
현실,0
미세먼지때문애,0
애,0
피해,0
ㅎ은데,0
엊,0
심각하닉가,0
환경파괴,0
파괴,0
현실세계,0
세계,0
수십,0
