keyword,frequency
먼지,80
마스크,78
미세,78
미세먼지,70
3,18
때,16
분,14
00,13
0,13
오늘,13
해,12
주세,12
1,12
줄,12
요새,12
개,12
50,12
팬,12
주문,12
추가,12
216,11
시간,11
체고잖아,11
수량,11
3분,11
50개,11
보,11
제가,11
나눔,11
가능,11
가능합니,11
합니,11
착용,10
2,10
외출,7
7,7
9,7
안녕,7
날씨,6
사람,6
6,6
5,5
수,5
여러분,5
승희,5
안녕안녕,5
토요일,5
데,5
전국적,5
최악,5
상태,5
약속,5
하이,5
하이파이브,5
파이브,5
2764,5
8,5
세요,4
초미세,4
초미세먼지,4
때문,4
거,4
라,4
538,4
전,4
황,4
웨이드,4
미,3
황사,3
바람,3
조심,3
터,3
우리,3
넘,3
4,3
년,3
009,3
아기,3
아기침침,3
침침,3
모자,3
착용샷,3
샷,3
사진,3
봄날,3
55,3
0301,3
2027,3
032,3
0300,3
새끼,3
하루,3
내,3
1109,2
내일,2
기관지,2
모과,2
모과차,2
차,2
유자,2
유자차,2
판타지,2
행복,2
수분,2
팩,2
2년전,2
나,2
시,2
시민,2
야외,2
2.5,2
보통,2
씹새끼,2
현수,2
엄마,2
조심성,2
개새끼,2
시발,2
시발새끼,2
일도,2
몸,2
황사용,2
사용,2
노,1
지금,1
오랜만,1
주말,1
다,1
빅,1
빅토니들,1
토,1
니들,1
연습실,1
연습,1
중이,1
중이예,1
예,1
기분,1
어버이날,1
02,1
이유,1
위,1
면,1
부직포,1
232,1
구,1
0082,1
직거래,1
직거래분,1
수분팩,1
카누,1
카누커피,1
커피,1
0098,1
판매,1
판매글,1
글,1
서,1
자신,1
263,1
오디오,1
오디오드라마,1
드라마,1
008,1
마우스,1
마우스패드,1
패드,1
브로마이드,1
황홀,1
홀,1
미세먼지때문,1
아이,1
심,1
날,1
일,1
ㅎ,1
피,1
이후,1
건조,1
세상,1
탐,1
탐라,1
참고,1
마스크래,1
기침,1
꽃가루,1
등,1
일반적,1
용도,1
내일도,1
필수,1
모,1
야,1
명심,1
남,1
0081,1
요즘,1
얼굴,1
물,1
170509,1
삼,1
삼대천왕,1
대,1
천왕,1
출근,1
트와,1
트와이스,1
이스,1
사,1
왕,0
왕소라,0
소라,0
이태원,0
아프리카,0
아프리카방송,0
방송,0
5월가정,0
월,0
가정,0
달,0
유,0
유투브,0
투브,0
구독,0
해주세,0
스타,0
스타벅스,0
벅스,0
아메리카,0
아메리카노,0
ㅓ엌,0
자,0
한국,0
한국지금,0
힝키,0
힝키밈,0
밈,0
뇹,0
승,0
승식,0
식,0
519,0
진자,0
위험,0
필요,0
없드,0
없드라,0
륵,0
방법,0
출처,0
로그,0
25,0
작가,0
싸인,0
절한,0
절한효자손,0
효자손,0
티,0
티스토리,0
스토리,0
후기,0
서울시,0
심각,0
심각시,0
자가용,0
2부제,0
부,0
제,0
대중교통,0
무료,0
"3,000",0
"3,000명",0
명,0
서울,0
서울시민,0
토론회,0
"2,080",0
"2,080개",0
의견,0
개진,0
공해,0
공해차량,0
차량,0
단계적,0
운행,0
운행제한,0
제한,0
민,0
민감군,0
감군,0
공급,0
박원,0
박원순,0
순,0
박스,0
야외공연,0
공연,0
걱정,0
태양,0
공기,0
구름,0
완벽,0
우주,0
아이돌,0
돌,0
초능력,0
아이콘,0
대응,0
50매,0
매,0
5000,0
5000원,0
원,0
정도,0
95,0
실내,0
여성,0
여성용,0
용,0
크기,0
밀착,0
숨,0
낙서,0
낙서함,0
함,0
스크,0
1701,0
원래,0
야외활동,0
활동,0
만이,0
편,0
기두,0
미세먼지수치,0
수치,0
건,0
치,0
효과,0
립스틱,0
인간,0
동물,0
동물친구,0
친구,0
익스,0
익스트림사계절,0
트림,0
사계절,0
나라,0
댕댕이,0
일년,0
폭우,0
폭설,0
폭염,0
혹한,0
산책,0
거병이,0
병이,0
공수,0
이름,0
거병,0
죄책감,0
마라,0
적군,0
황제,0
보통아이,0
양측,0
양측소이,0
소이,0
강한,0
긴급,0
속보,0
토리,0
하구,0
반가,0
반가웠엉ㅎ,0
웠엉,0
완전,0
꿀,0
꿀잼,0
잼,0
0095,0
엠,0
엠브이피,0
브이,0
피타,0
산,0
대통령,0
졌따,0
방,0
신세계,0
63,0
8새끼,0
태,0
지금쯤,0
무엇,0
빵,0
오빠,0
고생,0
코,0
목,0
노래,0
101,0
말,0
고민,0
고민중,0
중,0
낮,0
챙겨야겠어,0
123,0
19,0
마스크팩,0
핵,0
핵틱,0
틱,0
10,0
시팩,0
2스텝,0
스텝,0
수딩,0
딩,0
진정,0
진정수분,0
타입,0
하루죙일,0
죙,0
메이크업,0
추위,0
피부,0
정돈,0
느낌,0
뉴스,0
광화문,0
시민토론,0
토론,0
장,0
장소도,0
소도,0
없엌,0
하늘,0
밖,0
로,0
전국,0
나들이,0
호,0
호옥,0
옥,0
엘,0
님,0
매일,0
약,0
눔,0
훠,0
옥상,0
오리,0
오리걸음,0
걸음,0
왤캐,0
왜죠,0
인터넷,0
대량,0
짐,0
짐ㅠ,0
ㅠ,0
522,0
바퀴,0
바퀴살충제,0
살충제,0
머리,0
콘서트,0
가시,0
오후,0
오후9시,0
20,0
20도,0
도,0
이하,0
외투,0
얼음물,0
옷,0
건강,0
오,0
오세요,0
21,0
실용적,0
의미,0
5기빂키트,0
기,0
빂,0
키트,0
조아,0
에코,0
에코백,0
백,0
카드,0
카드목걸이,0
목걸이,0
다님,0
미세먼지땜,0
땜,0
보푸라기,0
