keyword,frequency
국가,7
경쟁력,7
최,7
최순실,7
순,7
실,7
국정,7
국정농단,7
농단,7
먼지,7
미세,7
미세먼지,7
588,5
한국,5
스위스,5
국제,5
국제경영개발대학원,5
경영,5
개발,5
대학원,5
평가,5
국가경쟁력,5
2,5
2년연속,5
년,5
연속,5
부진,5
이유,5
국정공백때문,5
공백,5
때문,5
미,5
노출,5
63,5
63개국가중,5
개,5
중,5
55,5
55위,5
위,5
최순실국정,5
네이트,0
네이트뉴스,0
뉴스,0
3,0
