keyword,frequency
먼지,103
발전소,103
미세,102
미세먼지,102
석탄,100
석탄발전소,98
강화,92
국민,91
국민연금,91
연금,91
2,91
조,91
투자,91
뉴스,90
뉴스룸,90
룸,90
단독,90
주범,90
2조,90
7,90
국회,90
연,90
연기금,90
기금,90
곳,90
정,90
때,90
사회적,90
책임,90
법안,90
발의,90
심의,90
과정,89
8,5
8기,5
기,5
달,5
달간,5
간,5
정지,5
18,5
감축,5
목표,5
73,5
56,5
96,5
환경,2
미,2
화력,2
화력발전소,2
발생,1
정책,1
기준,1
수준,1
중단,1
전환,1
이조,0
일조,0
국내,0
주,0
원인,0
조경,0
조경태,0
태,0
의원,0
의원실과,0
실과,0
한국,0
한국환경정책,0
2981,0
평가,0
평가연구원,0
연구원,0
정책토론회,0
토론회,0
개최,0
근본,0
근본원인,0
대책,0
17,0
과,0
6,0
9,0
환경기준,0
최소,0
선진국,0
최대,0
권고,0
권고수준,0
초미세,0
초미세먼지,0
신설,0
한중일,0
환경협약,0
협약,0
체결,0
공조,0
공조강화,0
신규,0
건설,0
가동,0
미착공석탄화력,0
착공,0
친,0
친환경발전소전환,0
농도,0
농도발생시기,0
시기,0
11,0
4,0
4월,0
월,0
동률,0
동률하향조정,0
하향,0
조정,0
재난,0
안전,0
안전관리,0
관리,0
기본법,0
기본법개정,0
개정,0
국가,0
국가재난,0
포함,0
환경정책기본법,0
먼지기준,0
외국,0
외국수준,0
원전,0
매연,0
매연문제,0
문제,0
해결,0
전기자,0
전기자동차,0
동차,0
상용,0
석유,0
석유발전소,0
대체,0
도시,0
탈바꿈,0
꿈,0
미래,0
현실,0
딸,0
나,0
문,0
문재인,0
재인,0
할아버지,0
한시적,0
근무,0
정규직,0
노동자,0
계약,0
계약기간,0
기간,0
내가,0
생각,0
코딱지,0
나라,0
차량,0
2부제,0
부,0
제,0
디젤차,0
제한,0
소용,0
결국,0
중국,0
중국발,0
발,0
