keyword,frequency
공기,87
청정기,86
먼지,85
공기청정기,85
미세,80
미세먼지,78
0,50
3,49
1,47
8,45
2,44
창문,43
오늘,43
하루,43
기분,43
하루종일,42
종일,42
배,42
소화,42
00,42
0088,42
발등,42
뻔,42
이것,42
야당,42
야당탓,42
탓,42
봄,9
도심,8
숲,8
9,7
나무,7
흡수,7
미,6
7,6
때,6
원,6
10,5
봄철,5
철,5
퓨,5
퓨리케어,5
리,5
케어,5
360,5
예전,5
느낌,5
벚꽃,5
군,5
사용,5
군사용,4
카본,4
카본필터,4
필터,4
장착,4
필,4
차량,4
해결,4
반복,4
소식,4
외출,4
통합,4
통합대기,4
대기,4
수치,4
생활,4
뉴스,4
터,3
전,3
제거,3
거,3
선착순,3
100,3
100명,3
명,3
추가,3
쿠폰,3
쿠폰증정,3
증정,3
공유,3
최대,3
85,3
85만원,3
만,3
경품,3
혜택,3
봄나들이,3
나들이,3
카메라,3
힐링,3
마사지,3
마사지기,3
기,3
생활가전,3
가전,3
총집합,3
서울,2
"225,000",2
"225,000원",2
입,2
입점기념,2
점,2
기념,2
특가,2
샤프,2
가습기,2
플라즈마,2
전상품,2
상품,2
관,2
관세포,2
세포,2
일본,2
직구,2
최저가,2
니,2
고,2
다음,2
다음뉴스,2
분,1
수,1
토론회,1
참석,1
조희,1
조희연,1
연,1
교육감,1
초등학교,1
설치,1
발표,1
의견,1
학부형,1
자신,1
즉각적,1
수렴,1
야,1
이,1
정도,1
센서,1
6,1
4,1
곳,1
속,1
사람,1
주,1
저,1
날,1
마스크,1
어제,0
저녁,0
아침,0
10분쯤,0
쯤,0
불이,0
2.5,0
경고등,0
정신,0
난리,0
언제쯤,0
시민,0
시민원탁회의,0
원탁,0
회의,0
대책,0
환호성,0
ㅛ,0
그때,0
사진,0
경악,0
규,0
규김,0
김,0
폐,0
병원,0
가까이,0
하세,0
장사,0
규김시,0
백모래,0
백모래공기청정기,0
대,0
엌,0
짘,0
밖,0
별,0
ㅈ,0
나라,0
공기청정,0
공기청정기라,0
청정,0
기라,0
측정,0
측정기라,0
그것,0
582,0
적정,0
적정기술,0
기술,0
기후,0
기후난민,0
난민,0
먼지센서,0
아기,0
아기다리,0
다리,0
고기,0
고기다리,0
던,0
사물,0
사물인터넷,0
인터넷,0
아,0
쥬즈,0
쥬즈마루,0
마루,0
원념,0
소용돌이,0
지상,0
지옥,0
이거,0
더위,0
날씨,0
상황,0
에어컨,0
주마등,0
집안,0
2주,0
내가,0
주변,0
노,0
불,0
위애애애애ㅐㅇ,0
일,0
ㅇ,0
ㅇㅍㅇ,0
ㅍ,0
51,0
21,0
2764,0
뉴스9,0
영,0
영님,0
님,0
거군,0
저희,0
집,0
옆,0
토끼,0
미끼,0
답,0
가난,0
주진,0
주진우의,0
우의,0
소리,0
너,0
미세먼지속,0
주진우,0
우,0
노래,0
말,0
말야,0
진우,0
선풍기,0
듯,0
인테리어,0
소품,0
회사,0
곳통,0
통,0
효과,0
모,0
모르겠,0
르겠,0
콧,0
콧구녕,0
구,0
녕,0
5,0
새벽,0
열일,0
93,0
심,0
실내,0
야외,0
쓰기,0
호흡,0
걱정,0
1128,0
망,0
망궁,0
궁,0
빵갸,0
부엉이,0
소,0
조,0
63,0
