keyword,frequency
먼지,6807
미세,6453
미세먼지,6190
문,2211
대통령,2171
3,2105
미,2047
가스관,2026
해결,1987
특명,1915
눈,1761
6,1709
배,1702
손상,1699
안구,1695
3배,1691
표면,1689
건강,1632
단독,1627
천연가스,1611
안구표면,1603
10,1574
일,1463
포석,1414
북,1361
길,1351
수입,1338
송영,1337
송영길,1337
러시아,1306
년,1300
22,1290
핵,1288
특사,1283
22일,1282
북핵,1270
동시,1266
시베리아,1264
출국,1260
추진,1252
만,1251
10년만,1233
재가동,1233
통해,1194
정부,1187
동,966
합의,961
재가,959
러,735
북한,730
프로젝트,716
0,703
1,634
경제,575
4,564
2,549
출처,520
요즘,519
00,511
대화,487
전환,487
에너지원,484
복안,479
위,459
5,446
한,443
재개,427
남북,426
활용,426
남북대화,425
재개위,425
지렛대,425
재인,413
8,408
문재인,406
뉴스,372
날씨,360
농도,348
석탄,346
외교,321
대체,315
나,314
무엇,305
러시아특사,299
외교가,297
문대통령,297
외교행보,297
행보,297
가스,297
26589665,293
네이버,292
협력,286
365,285
황사,281
주,280
서울,280
천연,280
오염,276
정보,275
협상,274
경제협력,274
러프로젝트,273
협상테이블,273
테이블,273
확보,273
때문,272
날,272
이상,258
수,245
대기,243
㎍,232
㎥,232
안전,231
단위,226
안전행정부,224
행정부,224
대기오염정보,224
조회,224
조회서비스,224
서비스,224
차단,213
오늘,209
1013,206
9244,205
9,204
경우,202
사람,199
봄,198
정책,190
듯,186
뿐,178
대구,170
이유,169
하늘,163
더위,163
숨,162
7,157
인천,155
경기,155
대전,153
충남,152
환자,151
강원,151
충북,151
맘,150
날씨때문,149
일조량,149
1주이상,149
연구,149
문제,144
환경,142
제주,141
도,137
우리,135
30,131
조심,130
거,129
안,122
결과,122
연구결과,120
월,118
말,116
전,114
보통,113
세상,113
걱정,111
주말,109
건,108
시,107
53,107
생각,106
위험,105
저감,104
토요일,103
28,100
사업,100
부,99
오전,99
계속,99
노출,98
우선,97
29,97
30도,96
안팎,96
일요일,96
전망,96
29도,95
마스크,92
모든,92
70,92
반복,91
상징,91
무지,91
무지개,90
퀴어,90
계정,90
다양성,90
언급,90
저,90
경유,89
분,89
나라,89
19,88
일자리,88
내년,88
예산,88
경북,87
61,85
남,83
감기,83
일자리사업,83
투자,82
확대,82
2017,81
저감투자,81
새,80
반영,79
우리나라,78
효과,78
심,78
과제,77
미세먼지문제,77
ㅋ,76
5월,75
광주,75
전남,75
부산,75
의존,75
코,74
다음,74
기,73
전북,72
울산,72
경남,72
86,72
때,71
97,70
63,70
국민,70
추가,70
14,69
미세먼지조심,68
에너지,68
공기,66
이후,66
민,65
74,64
사상,64
05,64
주도,64
다음뉴스,63
보도,63
내,62
아까,62
식당,62
날씨도,62
오버,62
번,62
발,62
기재,62
기재부,62
소득,62
조정,62
등,61
당선,61
새정부,61
편성,61
지침,61
통보,61
명시,60
국,60
에너지비용,60
비용,60
화력,60
예산편성,60
고용,60
고용효과,60
재량,60
재량지출,60
지출,60
구조,60
구조조정,60
기온,59
신,59
정책브리핑,59
브리핑,59
전적,59
해외,59
정책과제,59
추가지침통보,59
예산요구시,59
요구,59
온,58
관련,58
나아,58
소득주도,58
중,57
보,57
하나,57
특,57
점,56
82,55
01,55
중국,55
54,55
0326,55
따우,55
시우,55
시우민,55
매직,55
310,55
음식,54
비,54
감기조심,54
안녕,53
51,53
588,53
이,53
19일,52
여,52
류,52
0094,52
대책,52
170502,51
보안관,51
안관,51
빕시,51
열,51
폴더,51
더위조심,51
매일,51
289,50
뮤비,50
집,50
소름,50
야당,50
질투,50
가스관프로젝트,50
활용복안,50
에너지원전환,50
주의,50
68,49
기준,48
해독,48
매일경제,48
72,47
정화,47
있음,46
측정,46
여러분,45
데,44
77,44
내용,44
한중,44
25,43
정상,43
예측,43
71,43
여름,43
도발,43
환경부,43
식,42
차,42
수치,42
발전소,42
가기,42
바람,41
발전,41
2017년,40
이번,40
외출,39
48,39
76,39
008,39
146146,39
철도망,39
73,39
개발,39
사실,39
대박,38
스위치,38
58,38
목,38
정확,38
주범,38
후,37
하루,37
64,37
66,37
기술,37
선박,37
그,37
65,36
대,36
불,36
222,36
영향,35
45,35
조,35
연료,35
세척,35
자제,35
답,35
상,34
여객선,34
49,34
62,34
주의점,34
줄,34
변화,34
생산,34
보세,34
18,34
언론,34
보도내용,34
함구,34
반박,34
자초지종,34
제주날씨,33
제주도,33
위치,33
항공기,33
객선,33
한라산,33
한라산등반,33
등반,33
0098,33
신기술,33
궁금증,33
남해,32
남해상,32
고기압,32
김,32
정부합의,32
50,32
52,32
과,32
영상,32
0707,31
비도,31
17,31
정,31
중단,31
하세,30
혼란,30
야,29
라,29
핵심,29
67,29
뭐,29
억,29
ㅇ,28
69,28
시간,28
일주일,28
공동,28
44,27
한국,27
56,27
이젠,27
강,27
공동연구,27
80,26
60,26
사랑,26
미세먼지때문,26
화력발전,26
운동,26
팩트,26
항,26
2764,25
지금,25
글,25
57,25
저희,25
오,25
최고,25
운영,25
해,24
개,24
07,24
너,24
완전,24
행복,24
재앙,24
인용,24
보고서,24
사이트,24
유용,24
간,24
밖,23
터,23
마,23
청정기,23
카,23
씨,23
계절,23
59,23
79,23
상태,22
