keyword,frequency
먼지,53
경유,53
차,53
미세,50
미세먼지,49
사대문,47
안,47
노후,47
제한,47
순,46
대중교통,45
무료,45
서울시,44
심각,42
3,42
박원,42
시장,42
토론회,42
등,42
서울,42
단독,40
상황,38
박원순,37
운행,37
광화문,37
광화문광장,37
광장,37
시민,37
3천명,37
천,37
명,37
사대문안,37
노후경유차,37
5,37
5대,37
대,37
약속,37
대기,37
대기상황,37
경유차,15
2,11
부,9
0,6
2부제,6
제,6
진입,6
문제,5
강수,4
경향,4
경향신문,4
신문,4
ㆍ,4
ㆍ박원순,4
독려,4
대책,4
마련,4
ㆍ사대문,4
공용,4
공용주차장,4
주차장,4
폐쇄,4
비상,4
조치,4
수,4
정부,4
5959,3
김,3
김갑순,3
갑,3
동국대,3
경영,3
경영대학,3
대학,3
교수,3
경,3
경유세,3
유세,3
해결,3
이용자,3
피해,3
금,3
금연,3
연,3
효과,3
미비,3
세수,3
담뱃세,3
인상,3
결과,3
새,3
새정부,3
짓,3
미,2
고농,2
고농도시,2
도시,2
자발적,2
2부,2
저,2
비상저감조치,2
저감,2
발동,2
교실,2
공기,2
공기청정기,2
청정기,2
추진,2
21,1
00,1
비상조치,1
요즘,1
롤,1
풍년,1
세상,1
원,1
원수니,1
수니,1
덕분,1
세대,1
신규,1
신규차,1
지급,1
소식,1
강경책,1
차량,1
실시,1
문재,0
문재인은,0
인은,0
대통령,0
절제,0
모습,0
즉흥적,0
인물,0
자신,0
말,0
파장,0
생각,0
사탕,0
인천,0
인천공항,0
공항,0
모두,0
앞,0
퇴출,0
정,0
정유업,0
유업,0
긴장,0
한국,0
수출,0
외국,0
입장,0
비관세,0
비관세장벽,0
장벽,0
간주,0
유,0
때문,0
외국정부,0
외국자동차업계,0
자동차,0
업계,0
납득,0
5810,0
409,0
6,0
