keyword,frequency
중국,410
먼지,408
미세,406
미세먼지,402
대책,207
2,185
결국,176
오늘,175
놈,173
뭐,172
때문,172
해결,172
마련,171
수치,170
상승,170
외교,170
야당,170
야당놈,170
대통령,170
발목,170
국정,170
국정운영,170
운영,170
방해,170
아무것,170
거잖,170
발,155
중국발,139
한국,115
차량,112
랴오닝,103
오염원,101
관리,101
관리나선,101
나선,101
3,88
책임,84
발뺌,81
석탄,80
공업,79
공업오염원,79
집중,79
집중관리,79
재래식,79
석탄보일러,79
보일러,79
구식,79
구식차량,79
퇴출,79
상대,79
손,79
손배소,79
배소,79
원인,34
서울,31
화력,30
정지,30
발전소,29
나라,29
통제,28
9762,27
진입,27
진입차량,27
화력발전소,27
좌파,27
광화문,27
토론,27
결정적,27
원인제공,27
제공,27
한마디,27
24,27
24시간,27
시간,27
전기,27
물,27
행복,27
뻑하면,27
수,27
윗,26
피해,26
9,26
현재,25
"50,000",25
"50,000리트윗",25
리트,25
리트윗,25
번,25
대한,25
대한민국,25
민국,25
거,23
일,19
말,17
5,16
애기,16
거기,16
영상,16
느낌,15
초점,15
필,15
필욘,15
욘,15
1111,14
정부,12
뉴스,12
항의,11
대중교통,10
바람,9
무료,9
8,9
7,9
부,8
심각,7
차,7
534,7
1,7
수준,6
줄,6
문제,6
하늘,6
출처,6
네이버,6
방향,6
중,5
미,5
사람,5
2부제,5
제,5
운행,5
연합,5
연합뉴스,5
정도,5
베이징,5
4,4
맘,4
자가용,4
다음,4
다음뉴스,4
안,4
데,4
공장,3
논의,3
공기,3
임,3
죄,3
라,3
찍소리,3
니들,3
맘데로,3
데로,3
공짜,3
찬성,3
아노,3
심각시,3
시,3
강수,3
종합,3
이용,3
10,3
가능,3
80,3
0,3
6,3
정상급,3
격상,3
여기,3
처음,3
처음이자,3
이자,3
끝,3
자동차,3
하면,3
쪽,3
하나,2
때,2
28,2
최대,2
약,2
탓,2
제한,2
입장,2
한중간,2
장관급,2
추진,2
추진중,2
반발,2
변수,2
전망,2
황사,2
디,2
착각,2
정돈,2
정돈데,2
죄파놈,2
파,2
서민,2
차인,2
경유,2
경유차,2
감소,2
화력발전정지,2
발전,2
덕분,2
내달,2
자주,2
이상,2
탁상,2
탁상공론,2
공론,2
주,2
기정사실,2
자동차수요,2
수요,2
대중교통쪽,2
불편,2
이용안,2
출장,2
고,1
ㅠ,1
차이,1
심,1
빵,1
곳,1
물건,1
코딱지,1
전환,1
디젤차,1
소용,1
개선,1
수립,1
고등어,1
소,1
소릴,1
릴,1
ㅉ,1
ㅉㅉ,1
문화,1
문화일보,1
일보,1
심각때,1
북한,1
동안,1
750,1
인근,1
남쪽,1
오염,1
오염군,1
군,1
형성,1
있음,1
365,1
365일,1
300,1
300일,1
대기,1
대기오염,1
수준임,1
확인,1
그새,1
욧,1
교수,1
의심,1
논평,0
폐해,0
고연호,0
연호,0
수석,0
수석대변인,0
대변인,0
6085,0
굿,0
굿모닝,0
모닝,0
가동,0
조심,0
의,0
공동,0
공동연구인,0
연구,0
인,0
이름,0
청천,0
프로젝트,0
본격적,0
뒤,0
내,0
꿈,0
피,0
천안,0
이임,0
크기,0
거리,0
콧방귀,0
방배,0
방배동,0
동,0
부산,0
해운대,0
근접,0
지방,0
덕,0
멸망,0
거임,0
거구,0
자기,0
한국인,0
유럽,0
유럽사람,0
한국미세먼지,0
지랄,0
수도권,0
대기권,0
은근,0
홍등가,0
직,0
직빵,0
게이트,0
건강,0
돈,0
눈,0
대부분,0
개,0
마스크,0
도로,0
겠다,0
나도,0
상관,0
무료이용,0
근시안,0
해법,0
예산,0
교통비,0
인하,0
청소년,0
범위,0
확대,0
이용자,0
행사,0
행사때,0
123,0
공,0
바보,0
구입,0
측정기,0
포장,0
대륙,0
포스,0
2.5,0
1.0,0
1.0과,0
과,0
포름,0
포름알데히드,0
알데히드,0
측정,0
배터리,0
포함,0
물건임,0
co2,0
생략,0
819,0
얔,0
누,0
서치,0
았냨,0
어디,0
미세먼지수준,0
아무말,0
요정,0
고ㅌㅌ,0
ㅌㅌ,0
지하철,0
적자,0
노인,0
지원,0
하루,0
아침,0
세상,0
뿜뿜,0
라니,0
58,0
94,0
석탄연료,0
연료,0
사용,0
나무,0
해방,0
작성자,0
별개,0
진행,0
모든,0
스톱,0
대중교통운행,0
잘못,0
미세먼지피해대책,0
구라,0
제어,0
대도시,0
건,0
운행량,0
량,0
6564,0
회의적,0
80프로이상,0
프로,0
우리,0
잖,0
오후,0
오후출근,0
출근,0
오후등교,0
등교,0
거해,0
거해주지,0
주지,0
저,0
나사,0
인도,0
농도,0
요구,0
저임금,0
노동,0
전,0
세계,0
소비,0
세계적,0
노력,0
필요,0
도,0
생각,0
양반,0
달,0
있엇냐,0
야,0
심각ㄱ,0
ㄱ,0
곰,0
서울시,0
대책회의,0
회의,0
3000,0
3000인의,0
인의,0
원탁,0
원탁회의,0
무엇,0
결론,0
동풍,0
불어,0
불어라,0
이슈,0
이슈플러스,0
플러스,0
노,0
노후차량,0
후,0
약발,0
베스트,0
댓,0
댓글,0
글,0
조지,0
2부제랑,0
제랑,0
관련,0
집진,0
집진설비,0
설비,0
중국산,0
기만,0
반응,0
상당,0
그거,0
대신,0
일본,0
중국쪽,0
장난,0
박원,0
박원순,0
순,0
시장,0
전화,0
철수,0
양국,0
협의,0
중국미세,0
개새끼,0
사회주의,0
국,0
국가,0
통제식,0
식,0
기획,0
기획경제,0
경제,0
이거,0
시진,0
이야기,0
윗대가리,0
