keyword,frequency
먼지,198
마스크,196
미세,147
미세먼지,138
미,57
공기,49
어제,47
목,47
등,46
실내,46
코,45
초미세,44
초미세먼지,44
문제,44
스케줄,43
운동,43
염증,43
반응,43
하룻밤,43
이상,43
지심,43
대기,43
개선,43
숙제,43
거,30
오늘,30
데,23
걱정,20
분,20
사이,19
사이퍼즈,19
퍼즈,19
사실,19
홍,18
홍릉시험림,18
릉,18
시험림,18
도시,18
도시숲,18
숲,18
저감,18
정도,18
효과,18
연구가,18
수행,18
속,18
결과,18
1,17
2,16
0,16
착용,16
땜,15
5,15
불한당,14
00,14
8,14
공,13
공굿,13
굿,13
ㄱ,13
김,13
당원,13
섬세,13
개조,13
오스트,13
블루,13
블루레이,13
레이,13
때,13
7,10
28,10
날씨,9
날,9
서울,8
조심,7
바람,7
일,7
하세,7
때문,7
18,7
평소,6
여러분,6
도,6
사람,5
나,5
전,5
출시,5
보통,5
수준,5
오후,5
한때,5
앙,5
단오,5
남,5
남주지방,5
주,5
지방,5
폭염,5
계속,5
대구,5
33,5
33도,5
현재,5
착용하세,5
미세먼지때문,5
05,5
05월30일,5
월,5
30,5
즈,5
파크,5
2600,5
구름,5
2614,5
강,5
강수확률,5
수확률,5
20,5
비,5
비걱정,5
기,5
기온,5
온,5
풍속,5
2m/s,5
m/s,5
4,4
건,4
외출,4
시발,4
3,4
오빠,4
안,4
에어,4
에어웨어,4
웨어,4
기어,4
기어베스트,4
베스트,4
미상,4
미상유,4
유,4
소개,4
감기,4
라이온,4
라이온즈파크,4
황사,3
19,3
다,3
라,3
거지,3
수,3
예,3
씹새끼,3
새끼,3
현수,3
엄마,3
조심성,3
개새끼,3
시발새끼,3
넘,3
체크,3
2764,3
009,3
확인,3
아침,2
레,2
심,2
저,2
10,2
1109,2
토,2
중이,2
9,2
팩,2
글,2
263,2
내,2
한국,2
안녕,2
후,2
6,2
얼굴,2
여름,2
여,2
박,2
박성우,2
성우,2
밥,2
일교차,2
응,2
네이버,2
출처,2
경고,2
필요,2
제대,2
법,2
실내공기,2
관리,2
완벽,2
행복,2
농도,1
알,1
알레,1
증상,1
황사마스크,1
서울날씨19,1
말,1
요,1
중국,1
팀,1
ㅋ,1
세요,1
오랜만,1
주말,1
빅,1
빅토니들,1
니들,1
연습실,1
연습,1
중이예,1
기분,1
내일,1
어버이날,1
수분,1
0098,1
년,1
서,1
008,1
하루,1
건조,1
피부,1
느낌,1
여기,1
참고,1
26,1
니,1
내가,1
땀,1
최악,1
대체,1
몸,1
고,1
용,1
뭐,1
사랑,1
팅,1
뇽,1
게,1
어,1
아기,1
아기침침,1
침침,1
모자,1
착용샷,1
샷,1
사진,1
봄날,1
55,1
0301,1
2027,1
032,1
0300,1
미세먼지땜,1
군,1
방지,1
차단,1
위,1
뉴스,1
ㅠ,1
17,1
밖,1
하늘,1
매,1
재치기,1
난리,1
철,1
우리집,1
공기청정기,1
청정기,1
작업,1
작업멘트,1
멘트,1
훈,1
묘,1
눈,1
보검,1
씨,1
ㅏ,1
중,1
옆,0
옆자리,0
자리,0
대리,0
펭귄,0
너,0
담배,0
2배,0
배,0
4배,0
무책임,0
무책임22,0
22,0
능이,0
모건,0
모건보고,0
보고,0
뉘앙스,0
촬영,0
겨울,0
랬,0
초봄,0
봄,0
계절,0
능,0
중국팀,0
이적,0
마이,0
사가,0
사가세요,0
올스타,0
올스타전,0
승리,0
승,0
승식,0
식,0
줄,0
구,0
0082,0
직거래,0
직거래분,0
수분팩,0
카누,0
카누커피,0
커피,0
2년전,0
판매,0
판매글,0
자신,0
오디오,0
오디오드라마,0
드라마,0
마우스,0
마우스패드,0
패드,0
브로마이드,0
황,0
황홀,0
홀,0
작가,0
싸인,0
123,0
마스크팩,0
추가,0
핵,0
핵틱,0
틱,0
시,0
시팩,0
2스텝,0
스텝,0
수딩,0
딩,0
진정,0
진정수분,0
타입,0
하루죙일,0
죙,0
메이크업,0
추위,0
정돈,0
음,0
돌아기,0
돌아기전,0
호신,0
호신용품,0
용품,0
가요,0
동아리,0
조사,0
구조,0
앱,0
참고하세,0
세상,0
보루,0
예정,0
행사,0
행사때,0
쟁,0
쟁여가서,0
여가,0
발견,0
치즈,0
치즈바게트,0
바게트,0
패스,0
모두,0
이젠,0
10체크,0
자전거,0
안타,0
친구,0
7년,0
마라톤,0
이후,0
처음,0
산캐,0
승희,0
안녕안녕,0
토요일,0
전국적,0
상태,0
약속,0
하이,0
하이파이브,0
파이브,0
538,0
앆,0
귀,0
귀엽잔,0
엽,0
잔,0
아,0
시발데레넘,0
조,0
숨,0
앾,0
남자애,0
쓰레기,0
죽,0
마음,0
0829,0
우리,0
영향,0
건강,0
먼지마,0
마,0
따님,0
고예,0
돔,0
뽀류,0
회지,0
소식,0
심장,0
우주,0
제일,0
본방,0
고삼,0
글쵸,0
쵸,0
수니,0
해,0
수고,0
0097,0
준용,0
둥,0
월요일,0
0089,0
하세뇽,0
월요병,0
내자,0
0095,0
마케팅,0
마케팅팀,0
얘기,0
보세,0
로고,0
하나,0
부채,0
여름개봉,0
개봉,0
지성,0
누,0
윤지,0
탐,0
탐라,0
마스크래,0
2.5,0
기침,0
꽃가루,0
일반적,0
용도,0
내일은,0
일은,0
잇,0
의문,0
안조흔,0
조흔,0
앗,0
방지용인거지,0
용인,0
손상,0
정작,0
장식,0
모임,0
02,0
이유,0
면,0
부직포,0
232,0
