keyword,frequency
먼지,66
미세,65
미세먼지,65
중국,63
한국,33
대책,32
원인,31
5,31
4,30
공동,29
연구,29
의,26
논의,26
공동연구인,26
인,26
이름,26
청천,26
프로젝트,26
본격적,26
중국발,14
발,14
1,9
거,6
8,6
안,6
3,5
때문,4
0,4
물,4
마련,4
많으,4
수면,4
장애,4
잠,4
수면제,4
수면법,4
법,4
1분안,4
분,4
어제,3
2,3
하늘,3
서울,3
년,3
환경,3
공간,3
문제,3
자구,2
노력,2
의미,2
계절적,2
중국적,2
요소,2
오늘,2
공장,2
때,2
디젤차,2
터,2
외교,2
00,2
국내,2
교통량,2
타이어,2
증기,2
족,2
족욕탕,2
욕탕,2
니,2
7017,2
알,2
알수록,2
수록,2
층,2
사막,2
환경문제,2
국가,2
미,2
논평,2
심각,2
폐해,2
정부,2
고연호,2
저감,2
과학자,2
발생,2
규명,2
2022,2
중,2
공동연구단,2
단,2
전문가,2
워크숍,2
진행,2
자세,2
소식,2
84,2
전,1
수치,1
7,1
그린,1
그린피스,1
피스,1
초미세,1
초미세먼지,1
50,1
70,1
대표,1
중국인,1
시붕,1
시붕상,1
상,1
사진,1
첨부,1
이상,1
조사,1
원흉,1
백문,1
일견,1
0087,1
최악,1
우리,1
에너지,1
무엇,1
지수,1
지금,1
양호,1
영국,1
스모그,1
지렛대,1
활용,1
여지,1
배치,1
배치결정,1
결정,1
철수,1
외교적,1
이득,1
수,1
일,1
면,1
이번,1
기회,1
사드,1
철회,1
고,1
연호,1
수석,1
수석대변인,1
대변인,1
나,1
상대,1
소송,1
안경재,1
경재,1
변호사,1
포인트,1
신용,1
등급,1
단계,1
강등,1
부채,1
8년만,1
만,1
배,1
증가,1
상해,1
상해증시,1
증시,1
상승,1
끝,1
일대일,1
잔치,1
북,1
암흑,1
암흑하늘,1
중동,1
수로,1
수로사업,1
사업,1
북한,0
디,0
디도스,0
도스,0
공격,0
새,0
대륙,0
유입,0
경협,0
전우,0
국사,0
국사편찬위원장,0
편찬,0
위원장,0
건,0
새시대,0
시대,0
희망,0
우,0
망,0
망언,0
언,0
북풍,0
날,0
008,0
청명,0
77,0
호흡기,0
탓,0
아침,0
수치확인,0
확인,0
뉴스,0
정도,0
영향,0
공기,0
년세,0
세,0
짱,0
따지긴,0
수준,0
수준ㅎ,0
ㅎ,0
시론,0
국내발,0
전의,0
전의찬,0
찬,0
세종,0
세종대,0
대,0
에너지공간,0
융합,0
융합학과,0
학과,0
교수,0
31,0
공짜,0
촛불,0
촛불집회,0
집회,0
광우병,0
사람,0
조정,0
정책,0
정착,0
14.02,0
25,0
에너지특별전,0
특별전,0
최근,0
몽,0
몽골,0
골,0
지역,0
연간,0
사막화,0
면적,0
"500,000",0
"500,000㎡",0
㎡,0
황사,0
피부,0
지구촌,0
지구촌강강수월래,0
강,0
강수,0
월래,0
베이징,0
부산,0
경남,0
지방,0
압도적,0
이유,0
대체,0
측정앱,0
전세계,0
랭킹,0
개도국,0
인도,0
칠,0
칠레,0
레,0
대부분,0
속,0
유일,0
가있,0
선진국,0
신기,0
여,0
진짜,0
아구창,0
새끼,0
세상,0
치,0
체,0
체르노,0
르노,0
후,0
유,0
유슈비츠,0
슈,0
비,0
츠,0
이후,0
산적,0
4040,0
협상,0
79,0
환경부,0
공유,0
중국땜,0
땜,0
천,0
천국,0
국,0
국가신용등급,0
단계강등,0
배증가,0
포럼,0
중동사막,0
신용등급,0
11,0
부활,0
21,0
20170524,0
국민,0
당,0
고연,0
호,0
대통령,0
지시,0
뿐,0
매,0
