keyword,frequency
먼지,42
황사,42
미세,40
미세먼지,34
중국,18
6,14
제주,13
괴물,13
모자,13
모자반,13
반,13
습격,13
올해,13
비상,13
모양,13
괭생,13
도움,13
건,13
만,13
수거,13
일본,13
일본쪽,13
쪽,13
1,5
3,5
때,5
초미세,4
초미세먼지,4
5,4
등,4
발전소,4
황,3
사,3
미,3
마스크,3
날,3
2,3
4,3
9,3
0,3
주범,3
화력,3
화력발전소,3
경유,3
차,3
오염,2
우리,2
한국,2
적,2
1109,2
개,2
외출,2
즈,2
8,2
경유차,2
애,2
경,2
호,2
뉴스,1
뉴스타파,1
타파,1
2.5,1
무방비,1
대한,1
대한민국,1
민국,1
대기,1
대기오염물질,1
물질,1
건강,1
위험,1
소개,1
아파트,1
02,1
이유,1
위,1
면,1
부직포,1
232,1
7,1
며칠,1
사이,1
도로,1
죄,1
환경,1
부담금,1
경유세,1
유세,1
매연,1
공장,1
석탄,1
석탄발전소,1
가능,1
질소,0
질소산화물,0
산화물,0
황산화물,0
날씨,0
왕,0
왕소라,0
소라,0
이태원,0
아프리카,0
아프리카방송,0
방송,0
5월가정,0
월,0
가정,0
달,0
유,0
유투브,0
투브,0
구독,0
해,0
해주세,0
주세,0
스타,0
스타벅스,0
벅스,0
아메리카,0
아메리카노,0
노,0
호흡기,0
음식,0
5가지,0
가지,0
창,0
창녕마늘,0
녕,0
마늘,0
창녕양파,0
양파,0
탐사,0
탐사플러스,0
플러스,0
공기,0
위험수준,0
수준,0
05,0
생로병사,0
폭염,0
주의보,0
경보,0
흡연,0
흡연금지,0
금지,0
화장실,0
남,0
집,0
환기,0
내일,0
계속,0
예방법,0
가족,0
나의,0
고요,0
공감,0
부산시,0
부산,0
예방,0
여비서,0
히,0
히어로,0
어로,0
영웅,0
32,0
님,0
공유,0
2486,0
칠,0
칠칠,0
주심,0
00,0
008,0
저,0
쿠로,0
쓰레기,0
걸,0
치아,0
우주,0
우주황사,0
한국미세먼지,0
하겠ㅅ습니,0
용도별,0
행주,0
분,0
세차,0
필수,0
세차용품,0
용품,0
걸레,0
327,0
환경부담금,0
인상,0
지구,0
온난화,0
이상,0
이상기후현상,0
기후,0
현상,0
장마철,0
장마철폭우,0
폭우,0
각종,0
각종미세먼지,0
초미,0
초미시먼지,0
시,0
황사비,0
사비,0
방사능,0
내연,0
공해,0
아파트베란다,0
베란다,0
창틀,0
노후,0
에키네,0
에키네시아,0
시아,0
호홉기구호,0
홉,0
기구,0
연구,0
황사청소,0
청소,0
미세먼지청소,0
농도,0
신천지,0
사회,0
사회공헌,0
공헌,0
자원,0
자원봉사활동,0
봉사,0
활동,0
네이버,0
카페,0
승소,0
신천지성명서,0
성명서,0
신천지편지,0
편지,0
신천지오픈하우스,0
오픈,0
하우스,0
신,0
신천,0
천,0
도라지,0
몸,0
요즘,0
이슈,0
목,0
제품,0
우리땅,0
땅,0
국내산,0
매력,0
매력만점,0
만점,0
저온,0
환경부,0
노을,0
거대,0
황사폭풍,0
폭풍,0
색깔,0
대통령,0
하나,0
뿐,0
개선,0
있음,0
환경개선부담금,0
내,0
몽,0
몽골황사,0
골,0
북,0
북경,0
천진,0
대련,0
차매연,0
가정집,0
연료,0
예상,0
우리나라,0
나라,0
경유차매연등,0
기차,0
기차개발,0
개발,0
인프라,0
탄화,0
탄화코르크,0
코르크,0
오프,0
라인,0
판매,0
1호점,0
점,0
창원,0
성산,0
성산구,0
구,0
상,0
상남,0
상남동,0
남동,0
동,0
태산,0
태산꽃집,0
꽃집,0
형님,0
형수님,0
직접,0
공장방문,0
방문,0
선택,0
일반인,0
부담,0
구매,0
구매가능,0
가격,0
가격책정,0
책정,0
황사미세먼지,0
란드시,0
란드시아,0
아,0
냄새,0
습기,0
곰팡,0
제거,0
문,0
문재인정부,0
재인,0
정부,0
세,0
시작,0
미세먼지원흉,0
원흉,0
발전,0
석탄보일러,0
보일러,0
최첨단,0
집진,0
집진설비,0
설비,0
탈황,0
탈황설비등,0
방지,0
방지설비,0
부착,0
기준치,0
기준치미만,0
미만,0
가동,0
허가,0
얼마,0
얼마전,0
전,0
유통,0
유통기간,0
기간,0
황사마스크,0
뻔,0
2년전,0
년,0
메,0
메르스,0
르스,0
사태,0
사태때,0
제조,0
소진,0
재고,0
고가,0
미세먼지덕분,0
덕분,0
소비,0
소비기회,0
기회,0
셈,0
정권,0
회사,0
골치,0
아이,0
아이큐,0
큐,0
보안경,0
안구,0
안구건조증안경,0
건조증,0
안경,0
황사차단안경,0
차단,0
차단안경,0
꽃가루,0
꽃가루차단안경,0
다양,0
사용,0
15,0
