keyword,frequency
먼지,16
발전소,16
미세,16
미세먼지,15
화력,11
8,9
석탄,9
중단,8
화력발전소,8
주민,7
석탄발전소,7
년,7
동안,7
가동,7
신규,7
지,6
36,6
36년,6
저기,6
연탄,6
연탄재,6
재,6
여기,6
응급,6
응급대책,6
대책,6
노후,6
8기가,6
기가,6
기색,6
옆,6
공사,5
1,4
출처,1
확인,1
사살,1
줌,1
중국,1
때문,1
국내,1
누명,1
있음,1
결론,1
전기,1
전기요금,1
요금,1
5,1
월,1
농도,1
4,1
0,1
미,1
환경,1
기준,1
수준,1
강화,1
민중,0
웃옷,0
감동,0
빨갱이,0
추종자,0
대통령,0
문,0
씨,0
버르,0
ㅎ,0
전력,0
전력공급,0
공급,0
차질,0
걱정,0
뉴스,0
동아,0
3,0
1004,0
수,0
25,0
5월,0
15,0
15일,0
일,0
일시,0
번째,0
도표,0
2016,0
2016년,0
미세먼지농도,0
2017,0
2017년,0
전후,0
그래프,0
관찰,0
후,0
주범,0
건립,0
반대,0
굴뚝,0
개발,0
6,0
참조,0
화력발전,0
발전,0
감소,0
데,0
오,0
보령,0
보령쪽,0
쪽,0
원인,0
이,0
이번,0
번,0
1달,0
달,0
환경기준,0
최소,0
선진국,0
최대,0
권고,0
권고수준,0
초미세,0
초미세먼지,0
신설,0
한중일,0
환경협약,0
협약,0
체결,0
공조,0
공조강화,0
건설,0
미착공석탄화력,0
착공,0
친,0
친환경발전소전환,0
전환,0
농도발생시기,0
발생,0
시기,0
11,0
4월,0
동률,0
동률하향조정,0
하향,0
조정,0
재난,0
안전,0
안전관리,0
관리,0
기본법,0
기본법개정,0
개정,0
국가,0
국가재난,0
포함,0
환경정책기본법,0
정책,0
먼지기준,0
외국,0
외국수준,0
이용,0
이용득,0
득,0
의원,0
진,0
지적,0
직접,0
직접배출,0
배출,0
2,0
2차,0
차,0
생성,0
10,0
10배,0
배,0
이상,0
추가,0
