keyword,frequency
먼지,269
미세,267
중국,254
미세먼지,237
한국,130
책임,114
9,110
소송,107
8,101
제기,97
관련,97
1,82
회피성,72
태도,72
바람,38
2,36
미,31
오늘,30
주요,30
5,30
공기,29
4,29
문제,29
년,28
6,28
앞,24
매체,24
주장,24
동안,23
날씨,23
거,22
2년간,22
간,22
전국,22
주요도시,22
도시,22
월별,22
미세먼지현황,22
현황,22
달,22
달동안,22
발,21
1206,21
때문,21
중국발,20
원인,19
대책,17
발전소,17
3,17
0,16
황사,16
공장,15
때,15
수,15
전,14
공동,14
연구,14
화력,14
의,13
논의,13
공동연구인,13
인,13
이름,13
청천,13
프로젝트,13
본격적,13
우리,12
지역,12
터,12
외교,12
방향,11
월,11
석탄,11
10,10
스모그,10
진원지,10
소송촉각,10
촉각,10
새,10
가을,9
가동,9
의미,9
정권,9
노후,9
화력발전소,9
망,9
하늘,9
건,9
농도,8
서풍,8
5월,8
기,8
차량,8
주말,8
여름,8
안,8
디젤차,7
상당,7
상당지역,7
초미세,7
초미세먼지,7
좌파,7
좌파정권,7
핑계,7
10기,7
평소,7
중이,7
심의,7
차량수,7
금요일,7
북한,7
디,7
디도스,7
도스,7
공격,7
대륙,7
유입,7
경협,7
전우,7
국사,7
국사편찬위원장,7
편찬,7
위원장,7
새시대,7
시대,7
희망,7
우,7
망언,7
언,7
사진,7
자구,6
노력,6
계절적,6
중국적,6
요소,6
어제,6
겨울,6
입,5
데,5
나라,5
미세먼지농도,5
불고,5
날,5
행복,5
요즘,4
말,4
우리나라,4
나,4
얘기,4
경유,4
차,4
분,4
탓,4
발전,4
발생,4
봄,4
예,4
대통령,4
26,4
아침,3
14,3
님,3
7,3
힘,3
일,3
태평양,3
주,3
경유차,3
등,3
연료,3
생산,3
대한,3
대한민국,3
민국,3
셧다운,3
피해,3
저,3
하다,3
장,3
운동,3
쪽,3
재인,3
서울,3
3082,2
내,2
리,2
찬,2
ㅍ,2
쵝오,2
권능,2
권능자,2
자,2
그,2
쯤,2
대표,2
일도,2
이유,2
ㅅ,2
아,2
이젠,2
365,2
한반도,2
둘,2
해결,2
파워,2
파워인터뷰,2
인터뷰,2
송,2
송옥주,2
옥,2
석탄화력발전소,2
미세먼지대책부분,2
부분,2
국제적,2
국제적외교부분,2
방송,2
방송시간,2
시간,2
정도,2
오,2
중,2
생각,2
00,2
십,2
몸,2
가을철,2
사,2
보복,2
일본,2
문,2
6월,2
얼마,2
대기,2
당장,2
위성,2
구,2
2022,2
사실,2
그것,2
정부,2
2017,2
2017년,2
26일,2
오전,2
9시0분,2
시,2
암사,2
암사동,2
동,2
미세먼지지수,2
지수,2
전지역,2
최상,2
석탄발전,2
주범,2
주위,2
혼탁,2
광화문,1
얘,1
꼬랑,1
꼬랑내,1
신발,1
2714,1
토론회,1
처,1
선,1
서울시,1
한복판,1
토론,1
01,1
영향,1
편서풍,1
지구,1
위치,1
ㄹ,1
하루,1
집,1
감기,1
비염,1
처음,1
ㅠ,1
그쪽,1
츠크,1
북,1
북태평양,1
동풍,1
저감,1
10분정도,1
인민,1
인민망,1
불쾌감,1
화력발전,1
전력,1
점,1
누락,1
74,1
중국놈,1
놈,1
자기,1
이,1
84,1
운,1
가지,1
환경,1
제철,1
천식,1
동맥,1
경화,1
질환,1
석탄발전소,1
공장ㅇ이,1
ㅇ이,1
건물,1
건물안,1
이래,1
짱,1
활,1
94,1
부,1
완전,1
100,1
보우,1
보우하사,1
하사,1
기류,1
출장,1
가야,1
지도,1
뭐,1
이건,1
대체,1
소,1
소린지,1
린지,1
당,1
분석,1
분석사진,1
기압,1
기압차이,1
차이,1
본토,1
뉴스,1
07,1
북서풍,1
문재인정권,1
뿐,1
거지,1
사이,1
상관관계,1
있음,1
새정부,1
배출,1
힘퐁힘,1
자전,0
하면서,0
위,0
위도,0
중위도,0
핵심적,0
014,0
8ㅅ8,0
조,0
추억,0
89,0
88,0
일대,0
일대일로,0
일로,0
포럼,0
기간,0
의견,0
하루이틀,0
이틀,0
뒤,0
집생활,0
생활,0
면역,0
적응,0
딸,0
걸리,0
일요일,0
오후,0
365일,0
공기걱정,0
걱정,0
엘,0
엘레베이터,0
레,0
베이,0
왼쪽,0
중지,0
바퀴,0
바퀴벌레,0
벌레,0
벽,0
슈,0
슈벌,0
벌,0
여기,0
5년,0
다리,0
시바,0
시바ㅠ,0
절대,0
절대센터,0
센터,0
없엇,0
지구온난화,0
온난화,0
사막,0
사막화도,0
화도,0
2013,0
2013년,0
미세먼지때문,0
인공,0
인공강우,0
강우,0
주변국,0
비구름,0
인공적,0
현상,0
가속화,0
아무,0
지적,0
오호,0
오호츠크,0
기단,0
장마철,0
이때,0
효과,0
장마,0
한철,0
55,0
굴뚝,0
저감장치,0
장치,0
동영상,0
냨,0
미세먼지발생,0
랰,0
개소,0
개소맄,0
맄,0
전세계,0
저임금,0
혜택,0
지리학,0
위치덕분,0
덕분,0
조선,0
원래,0
북동풍,0
계절,0
제대,0
고기압,0
남풍,0
남쪽,0
이론,0
이론상,0
상,0
65,0
고압대,0
시기,0
시기라니,0
라니,0
중국처음,0
이기적,0
미세먼지해결책,0
해결책,0
노후발전소,0
중단,0
토,0
토마호크,0
마,0
호크,0
5000,0
5000발,0
낮,0
파래,0
예뻣,0
뻣,0
해,0
해가지,0
화살,0
오너,0
결국,0
약자,0
생산업체,0
업체,0
160531,0
경,0
경유값,0
유,0
값,0
환경부,0
똥구녕,0
배신,0
애마,0
디젤,0
