keyword,frequency
먼지,218
미세,214
중국,209
미세먼지,201
한국,140
1,123
8,120
책임,120
9,119
관련,117
소송,117
제기,116
회피성,115
태도,115
6,27
2,24
황사,19
주요,18
발전소,17
원인,17
건,15
화력,15
제주,14
쪽,14
공동,14
연구,14
도시,14
공기,14
괴물,13
모자,13
모자반,13
반,13
습격,13
올해,13
비상,13
모양,13
괭생,13
도움,13
만,13
수거,13
일본,13
일본쪽,13
오늘,13
화력발전소,12
때,12
전국,12
바람,12
앞,12
동안,12
중국발,11
발,11
대책,11
1206,11
2년간,11
년,11
간,11
주요도시,11
월별,11
미세먼지현황,11
현황,11
달,11
달동안,11
거,11
4,10
차,9
의,9
논의,9
공동연구인,9
인,9
이름,9
청천,9
프로젝트,9
본격적,9
5,9
노후,9
수,9
10,8
3,8
좌파,7
좌파정권,7
정권,7
핑계,7
0,7
가동,7
주말,7
석탄,6
안,6
상당,6
상당지역,6
지역,6
초미세,6
초미세먼지,6
10기,6
기,6
평소,6
중이,6
심의,6
차량,6
차량수,6
금요일,6
나,6
경유,6
환경,5
중,5
서울시,5
저감,5
경유차,5
미,5
찬,5
아침,5
내,5
등,4
발전,4
뉴스,4
대부분,4
공장,4
과학자,4
발생,4
규명,4
2022,4
공동연구단,4
단,4
전문가,4
워크숍,4
진행,4
자세,4
소식,4
84,4
3082,4
광화문,4
얘,4
꼬랑,4
꼬랑내,4
신발,4
2714,4
토론회,4
리,4
입,4
처,4
선,4
한복판,4
토론,4
때문,3
분석,3
북,3
석탄발전소,3
개,3
2부제,3
부,3
제,3
종합,3
우리,3
주범,3
있음,3
필요,3
자동차,3
배기,3
배기가스,3
가스,3
인과,3
인과관계,3
관계,3
문제,2
국내,2
농도,2
화력발전,2
데,2
정,2
편서풍,2
불면,2
중국사대주의자,2
사대,2
주의자,2
한마디,2
우리나라,2
나라,2
야,2
생계,2
사람,2
한둘,2
사대문,2
제한,2
고농,2
고농도시,2
자발적,2
네이버,2
출처,2
연합,2
연합뉴스,2
사이,2
애,2
경,2
뭐,2
사계절,2
여름,2
여름겨울,2
겨울,2
2계절,2
계절,2
소송인,2
2007,2
2007가합16309,2
가합,2
16309,2
은,2
건과,2
유사,2
판례,2
여기,2
법원,2
입증,2
입증책임,2
완화,2
법리,2
적용,2
결국,2
후,1
규모,1
대중,1
28,1
환경정책평가연구원,1
정책,1
평가,1
연구원,1
이하,1
기여도,1
최고,1
70,1
보건,1
보건환경연구원,1
원인분석,1
영향,1
계속,1
증설,1
실리콘,1
함유,1
함유되여,1
되여,1
발암,1
발암물질,1
물질,1
아파트,1
콩크리트,1
구조물,1
건물,1
건물안,1
7,1
라,1
저,1
1032,1
이유,1
전,1
수준,1
분,1
건강,1
며칠,1
적,1
도로,1
죄,1
부담금,1
경유세,1
유세,1
나도,1
탓,1
인민,1
인민망,1
망,1
연료,1
매연,1
뿐,1
문,1
정부,1
자구,1
노력,1
의미,1
계절적,1
중국적,1
요소,1
어제,1
디젤차,1
터,1
침체,0
명동,0
등에,0
부동산,0
부동산투자,0
투자,0
령,0
중국관광객,0
관광객,0
환경문제,0
4대강사업,0
대,0
강,0
사업,0
능가,0
교체,0
교체사업,0
전기,0
전기차,0
대규모,0
이권,0
이권사업,0
강행,0
가능성,0
서울,0
지하철,0
적자,0
얼마,0
의정부,0
경전철,0
파산,0
도심,0
대중교통량,0
교통량,0
초,0
별,0
국내문제,0
좌,0
들,0
만행,0
복수,0
찍소리,0
니들,0
맘,0
맘데로,0
데로,0
공짜,0
찬성,0
줄,0
아노,0
심각,0
심각시,0
시,0
자가용,0
대중교통,0
무료,0
강수,0
다음,0
다음뉴스,0
ㅆㅁ님,0
탐,0
탐라,0
한창,0
유학,0
유,0
학,0
새끼,0
아가리,0
ㅋ,0
저기,0
천국,0
꼰대,0
ㅗ,0
못,0
취급,0
요즘,0
저감대책,0
이외,0
내일,0
권역,0
보통,0
보통수준,0
밤,0
유입,0
중서부,0
지방,0
중심,0
화창,0
고,0
고ㅙ,0
ㅙ,0
거애,0
중국아이,0
아이,0
로빠,0
먹지,0
나무,0
줫,0
20170520,0
연극,0
우,0
퇴근길,0
신성,0
신성민,0
민,0
배우,0
말,0
대잔치,0
행복,0
조심,0
감사,0
여러분,0
270,0
327,0
환경부담금,0
인상,0
응,0
주말동안,0
날씨,0
힘,0
1708,0
눈,0
눈새밈,0
새,0
밈,0
투,0
투피,0
피,0
현,0
ㅓ,0
존재,0
불쾌감,0
전력,0
생산,0
점,0
누락,0
74,0
환경부,0
장난,0
장난아,0
아,0
ㅅ,0
ㅅㅂ,0
ㅂ,0
대통령,0
하나,0
개선,0
환경개선부담금,0
주전,0
원,0
석탄발전,0
간과,0
몽,0
몽골황사,0
골,0
북경,0
천진,0
대련,0
차매연,0
가정집,0
예상,0
경유차매연등,0
기차,0
기차개발,0
개발,0
인프라,0
언제,0
걱정,0
자체,0
발원,0
해결,0
세대,0
삶,0
북한,0
미사일,0
감시,0
파괴,0
기능,0
경로,0
파악,0
경중,0
데이터,0
실질적,0
기계,0
매체,0
주장,0
아빠,0
등등,0
얘기,0
웅,0
그,0
서안,0
그쪽,0
중국발생설,0
발생설,0
믿겧,0
누,0
겉,0
내적,0
내적빤쓰,0
빤쓰,0
판도라,0
상,0
상자급,0
자급,0
나의,0
정신,0
정신상태,0
상태,0
분말,0
분말가루,0
가루,0
뿐임,0
임,0
앤,0
앤오님,0
오,0
님,0
앤캐빻,0
