keyword,frequency
먼지,6505
미세,5470
미세먼지,5265
블랙,2045
핑크,2044
블랙핑크,2043
00,1993
1,1938
0,1895
시,1759
오늘,1657
분,1622
45,1613
리틀,1579
밤,1577
11,1570
리틀텔레비전,1567
텔레비전,1567
45분,1564
11시,1557
미,1536
2,1220
텔,1179
마리,1166
마리텔,1165
이,1115
8,988
7,909
ㅠ,901
9,888
ㅅ,865
을,861
그룹,853
0096,853
3,852
관심사,852
울,852
ㅠㅅㅠ,852
대국민,851
예방법,851
방송,849
김,810
정,799
실,744
구라,736
대비,735
정준영,735
준영,735
교실,735
홍기,735
최종,735
최종훈,735
훈,735
김구라,735
생활,735
공격,734
고양이,734
비주얼,733
정의,733
지기,733
4,732
칵테일,732
집사,732
실생활,732
꿀,732
부동산,730
수,708
정부,597
5,580
이상,537
6,535
해결,529
10,522
문,522
건강,501
길,482
170520,451
눈,433
하늘,402
손상,397
815,395
대통령,395
서울,394
세상,394
안구,388
배,385
3배,382
표면,381
안구표면,380
모든,368
계정,368
무지개,367
퀴어,366
상징,366
무지,366
다양성,366
언급,366
심각,358
일,357
희안,343
날,341
농도,333
북,333
요즘,320
가스관,289
천연가스,286
날씨,283
년,283
우리,281
때문,266
문제,266
출처,258
나,255
조심,253
수입,250
러시아,248
22,246
데뷔,241
대기,240
핵,240
특명,239
송영,239
송영길,239
나무,239
북핵,237
안전,236
시베리아,236
오염,235
포석,235
시민,234
정보,232
스타,232
㎍,231
㎥,231
특사,231
22일,231
출국,231
동시,231
최근,231
서비스,229
도움,229
의,228
조성,227
해지,227
제공,227
단위,226
5주년,226
주년,226
7017,226
스타나무,226
심각해지,226
녹색,226
쉼터,226
안전행정부,225
행정부,225
대기오염정보,225
조회,225
조회서비스,225
단독,208
사람,204
만,202
숨,201
주,199
10년만,193
재가동,193
추진,185
봄,185
말,184
동,184
재인,184
통해,183
이유,183
공기,179
뿐,174
듯,171
합의,164
재가,164
리,164
맘,159
행,157
환자,155
날씨때문,155
일조량,155
1주이상,155
4행시,154
마스크,143
황사,141
하루,141
거,140
인천,135
경기,134
대전,134
충북,134
강원,133
충남,133
여러분,131
전,127
내,125
나라,121
석탄,120
발,119
때,119
문재인,119
중국,118
영향,117
3927,113
오랜만,112
우리나라,110
남,108
핝,108
말렄,106
렄,106
제주,105
대구,97
경남,96
지역,96
광주,95
부산,95
발전소,93
기,93
울산,92
경북,92
전북,91
전남,91
컨텐츠,91
전반,91
전반1윜,91
윜,91
전기,88
청량,83
학교,83
어린이,82
유럽,82
휴교령,82
1960,81
1960년대,81
년대,81
각급,81
노동자,80
생명,80
위협,80
가동,79
등,77
건,77
강,76
40,76
무엇,76
러,75
한국,74
약,74
보통,72
외교,72
저,72
ㅇ,71
101,69
위,69
기분,68
몸,67
문대통령,66
발전,66
26589665,65
러시아특사,65
외교가,65
외교행보,65
행보,65
방독면,65
화력,62
2017,62
얼굴,61
대,61
비,61
17,61
종일,60
비도,60
59,60
하루종일,59
간,59
악,59
생,59
ㄹ,59
82,58
후,58
목,58
53,58
북한,58
씨,58
걱정,58
46,57
수치,56
생각,56
20,54
감기,54
경유,54
천사,54
우유,53
지금,53
프로젝트,53
치,52
1년간,51
떼,51
생김,51
ㄹㅇ,51
불순물,51
만수무,51
만수무강,51
원소,51
100,51
경제,51
치발,50
월,50
안,50
50,49
중,49
당선,49
석탄발전소,48
부,48
39,47
48,47
시작,47
37,47
확인,47
자외선,46
둘,46
팬,45
세,44
방지,44
2764,44
02,44
전환,44
장,43
꼴,43
착용,43
집,43
선글라스,43
기준치,42
민,42
함,42
에너지원,42
하나,41
여,41
차,41
뉴스,41
초,41
도쿄,41
친구,41
05,41
은행,41
연예인,41
이목,41
집중,41
정유미,41
유미,41
복안,41
008,40
41,40
당,40
문재인정부,40
미세먼지원흉,40
원흉,40
석탄보일러,40
보일러,40
최첨단,40
집진,40
집진설비,40
설비,40
탈황,40
탈황설비등,40
방지설비,40
부착,40
기준치미만,40
미만,40
허가,40
49,40
극복,40
성공,40
외출,40
세계적,39
성공사례,39
사례,39
도심,39
후지산,39
사흘,39
하루꼴,39
대체,39
미세먼지조심,39
더위,38
30,38
해,38
61,38
심,38
한,38
소,37
화력발전소,37
다,37
바람,37
0331,37
남북,37
데,36
사랑,36
정책,36
터,36
환경,36
52,36
38,36
대화,36
님,35
신,35
손,35
10일,35
반려,35
동물,35
54,34
42,34
노,34
ㅋ,34
88,34
창문,34
통,33
반려동물,33
노후,32
불장난,32
458,32
66,32
51,32
75,32
청정기,32
뭐,32
켁켁,32
신음,32
라,32
밖,31
아이,31
여자,31
여자친구,31
신비,31
화관,31
가스,31
띠,30
천연,30
73,30
관,30
관이,30
86,30
정확,30
74,30
계신,29
구름,29
19,29
기온,29
365,29
힘,29
문통,29
당선날,29
포,29
행복,28
미세먼지때문,28
오고,28
네이버,28
트친,28
68,28
응원,28
55,28
러프로젝트,28
협상,28
협상테이블,28
테이블,28
확보,28
경제협력,28
협력,28
36,28
대책,28
홍,28
차단,27
띠띠,27
티,27
43,27
뮤비,27
도,27
80,27
공기청정기,27
노출,27
84,27
트친소,26
56,26
60,26
유발,26
감사,26
온,26
12,26
64,25
77,25
중국발,25
모습,25
둥,25
63,25
꽃,25
표,25
대출,25
에너지,25
69,24
