keyword,frequency
먼지,4837
미세,4562
미세먼지,4329
황사,1299
차단,1187
1013,1163
9244,1163
1,715
0,680
문,641
8,627
재인,585
대통령,548
문재인,540
화력,498
대책,492
00,475
한국,432
7,410
미,399
발전,393
환영,376
운,362
셧다,359
2,335
실행,325
성명서,321
발전소,319
3,315
조치,310
입장,299
이번,297
노동,295
조합,295
화력발전,291
통합,289
10,288
공기업,286
통합노조인,286
노조인,286
한국발전노동조합,286
화력발전셧다운,286
건,279
9,272
중,270
거,262
보도,257
정책,256
연구,254
농도,254
출처,252
정보,250
브리핑,238
정부,236
사이트,235
대기,234
정책브리핑,233
안전,233
산업,232
6,230
공동,225
공동연구,223
4,222
5,222
한,221
오염,221
관련,218
수,218
일주일,215
㎍,214
㎥,214
조회,212
서비스,212
뿐,211
팩트,210
단위,210
안전행정부,210
행정부,210
대기오염정보,210
조회서비스,210
오늘,209
운영,207
인용,206
보고서,206
유용,205
차,205
환경,201
일,193
우리,185
중단,179
때문,175
서울,174
문제,172
경기,162
기준,160
감축,160
사람,158
날,156
조심,156
한중,154
정상,149
경유,146
인천,145
마스크,144
말,144
제주,143
을,141
충남,140
경유차,139
배출,139
중국,139
대전,139
공기,137
강원,137
날씨,136
조,136
충북,136
나,134
전,133
이유,131
강화,131
보통,130
친,130
간,128
추진,128
계획,128
내,128
당장,121
년,120
심각,118
일부,118
협력,117
조취중,116
취중,116
차후,116
친환경차,116
보급,116
배출기준,116
정상간,116
하늘,115
때,115
화력발전소,110
부,109
남,109
이,106
발,104
요즘,103
석탄,100
노후,100
다,99
걱정,95
월,93
셧다운,93
해결,92
008,92
북,92
안,90
뉴스,90
마,89
카,89
탓,88
18,86
저,85
시,85
ㅋ,85
24,82
광주,82
70,80
도,79
경북,79
대구,78
부산,78
기,77
석탄화력발전소,77
울산,76
전북,76
경남,76
너,75
청정기,75
전남,75
시작,75
95,72
최고,71
30,70
공약,70
국민,69
분,69
공기청정기,68
여,67
심,67
감기,66
티,66
기온,66
맨,66
하루,63
후,63
76,62
외출,62
수치,61
74,61
봄,61
비,60
등,59
59,59
계신,58
그거,58
지역,58
가능,58
코,57
씨,57
지시,57
69,56
눈,56
정,56
66,56
73,56
측정기,55
집,55
포,55
방송,55
노조,55
성명,55
숨,54
데,54
처리,54
배,54
60,54
증세,54
78,54
노,53
개,53
05,53
5월,53
리,53
17,53
참,53
게임,53
굴,52
굴맨,52
100,52
마지막,52
팅,52
사이다,52
통쾌,52
온,51
너구리,51
국,51
흑막,51
시행,51
문장,51
이상,51
웨트,50
몸,50
26589665,50
영화,49
최종,49
최종흑막,49
속,49
68,49
80,48
18일,48
이제,48
미세먼지국,48
스페인,48
부럽닼,48
럽닼,48
포카리스웨트,48
리스,48
82,48
71,48
라,48
2017,47
시간,47
해,47
생각,46
사실,46
2017년,46
피해,46
비도,46
국가,45
원인,45
63,45
안철수,44
철수,44
가동,44
경,44
건강,44
12,44
구,44
안녕,43
뭐,43
러,43
발생,43
그,42
비교,42
설치,42
하나,42
검색,42
62,42
대,41
목,41
정화,41
65,41
전국,41
점,40
식,40
있음,40
신천지,40
감사,40
대선,40
사수,40
네이버,39
67,39
유세,39
환기,39
친구,39
위,39
지금,38
교리,38
교리비교,38
민,38
57,38
수도권,38
설명,38
기총,37
성경,37
2배,37
2764,37
81,37
72,37
베이징,37
83,37
대신,37
23,36
연,36
강,36
미세먼지때문,36
ㄱ,36
꼴,36
야,36
띠,36
0083,36
바람,36
기세,36
손,35
예측,35
베,35
히,35
오너,35
팬,35
기독교,35
성,35
계시록,35
봄날,34
사랑,34
터,34
힘,34
나라,34
생존,34
전쟁,34
타임,34
측정,33
정치,33
내용,33
제주도,33
오,33
ㅠ,33
07,33
침투,33
오고,33
지방,33
안쪽,33
위치,33
물론,33
84,33
제주날씨,32
항공기,32
여객선,32
객선,32
한라산,32
한라산등반,32
등반,32
에너지,32
생산,32
배출량,32
재산,32
재산정,32
연안쪽,32
수온,32
해파리,32
적조,32
어업,32
지역민,32
적응,32
막심,32
폐쇄,32
폐쇄하겠,32
하겠,32
역,32
64,31
회사,31
큐,31
니들,31
띠띠,31
2022,31
환기타임,31
치명적,31
돈,30
플,30
통,30
최저,30
당,30
비가,30
색,30
문재인대통령,30
ㅇ,30
관,30
응원,30
1574,30
개인,30
30509,30
모습,30
일시,30
대부분,30
결과,29
님,29
수준,29
광고,29
고,29
노동조합,29
노총,29
차캐,29
언론,28
77,28
중국발,28
한국발전산업,28
민노총,28
20,28
여름,28
99,28
15,28
동해안,28
물,27
호,27
학교,27
정확,27
소,27
낮,27
발표,27
75,27
호로,27
퀴,27
드립,27
사회,27
합,27
시다,27
내륙,27
해안가,27
보도내용,26
연구결과,26
함구,26
반박,26
22,26
마음,26
단독,26
문씨때문,26
영화광고,26
호로색퀴,26
사과,26
사과드립,26
일베호로색,26
생매장,26
종자,26
성공,26
룸,26
85,26
애,26
승,26
행복,26
메,26
억,25
자초지종,25
0082,25
주세,25
파트,25
여사,25
무관심,25
보수,25
경향,25
문통,25
칭송,25
포인트,25
핥핥,25
영부인,25
큐티,25
최저시급,25
시급,25
승관,25
캐럿,25
힘내,25
