keyword,frequency
미세,11
미세먼지,11
먼지,11
경유,10
차,10
중국,8
등,8
문,7
대통령,7
석탄,7
석탄화력발전,7
화력,7
발전,7
축소,7
대책,7
실행,7
출발점,7
의미,7
국민,7
당,7
제안,7
바,7
에너지,7
에너지수급대책,7
수급,7
경유차대책,7
환경,7
환경외교,7
외교,7
야죠,7
김,7
식,7
로그,7
고등,1
누명,1
경유차,1
주범,1
2,1
화살,0
디젤차,0
오너,0
결국,0
약자,0
책임,0
차량,0
생산,0
생산업체,0
업체,0
160531,0
경,0
경유값,0
유,0
값,0
환경부,0
앞,0
똥구녕,0
배신,0
애마,0
디젤,0
능력,0
남자,0
눈,0
박원,0
박원순,0
순,0
시장,0
서울,0
심각,0
대중교통,0
무료,0
운행,0
광화문,0
광화문광장,0
광장,0
시민,0
3,0
3천명,0
천,0
명,0
토론회,0
사대문,0
사대문안,0
안,0
노후,0
노후경유차,0
제한,0
5,0
5대,0
대,0
약속,0
대기,0
대기상황,0
상황,0
서울시,0
단독,0
