keyword,frequency
먼지,753
중국,753
미세,749
미세먼지,749
한국,647
일산화,499
탄소,499
일산화탄소,498
물질,498
유입,498
뉴스,498
유해,497
유해물질,497
대량,497
출처,497
뉴,497
뉴시스,497
시스,497
주장,496
중국인,496
네이버,494
5,494
발,159
중국발,157
차량,152
3,148
오염원,147
관리,147
관리나선,147
나선,147
랴오닝,147
책임,147
공업,146
공업오염원,146
집중,146
집중관리,146
재래식,146
석탄,146
석탄보일러,146
보일러,146
구식,146
구식차량,146
퇴출,146
상대,146
손,146
손배소,146
배소,146
발뺌,146
2,69
대책,68
수치,66
해결,66
뭐,65
결국,65
오늘,64
때문,64
야당,64
상승,63
외교,63
마련,63
야당놈,63
놈,63
대통령,63
발목,63
국정,63
국정운영,63
운영,63
방해,63
아무것,63
거잖,63
우리,7
나라,7
원인,5
문제,5
서울,5
대기,5
수,4
4,4
거,4
말,4
발전소,4
24,4
사람,4
대기오염,4
오염,4
안,4
7,3
6,3
일본,3
대,3
주변국,3
차원,3
공기,3
9762,3
진입,3
진입차량,3
통제,3
화력,3
화력발전소,3
정지,3
좌파,3
광화문,3
토론,3
결정적,3
원인제공,3
제공,3
한마디,3
24시간,3
시간,3
전기,3
물,3
행복,3
뻑하면,3
강경,3
내정,3
외교부,3
외교부장관,3
장관,3
발탁,3
이유,3
인맥,3
주체,3
회의,3
누구,3
강,3
내정자,3
미,3
사드,3
라,3
전,2
정부,2
0,2
일본도,2
장난,2
우리나라,2
지랄,2
신경,2
홍,2
홍콩,2
콩,2
베트남,2
등등,2
힘,2
국제,2
국제기구,2
기구,2
조치,2
탓,2
건강,2
철수,2
터,2
켁켁,2
마스크,1
내륙,1
관계,1
황사,1
1,1
이것,1
생각,1
니,1
ㅅ,1
지하철,1
적자,1
노인,1
지원,1
하루,1
아침,1
세상,1
뿜뿜,1
대중교통,1
무료,1
라니,1
차,1
부,1
제,1
피해,1
9,1
규제,1
바람,1
중요,1
최근,1
데,1
눈,1
하늘,1
앞,1
수준,1
디젤차,1
무관,0
배치,0
사,0
도,0
급증,0
날,0
63,0
중국팀,0
팀,0
이적,0
ㅋ,0
마이,0
사가,0
사가세요,0
세요,0
올스타,0
올스타전,0
승리,0
10,0
무능,0
주요,0
주요적인,0
적인,0
진,0
공산당,0
일당,0
공장,0
산동,0
연안,0
이동,0
각종,0
악성,0
독성,0
동서,0
동서풍,0
풍,0
소리,0
조선,0
조선시대,0
시대,0
조공,0
조공관계,0
군신,0
군신관계,0
연장,0
경고,0
다음,0
다음뉴스,0
친구,0
나,0
고민,0
사정,0
0ㅅ0,0
자본주,0
사회,0
건,0
거지,0
대답,0
기분,0
1111,0
영상,0
느낌,0
애기,0
일,0
초점,0
거기,0
필,0
필욘,0
욘,0
창문,0
새,0
짓거리,0
86,0
애꿋,0
서민,0
고생,0
차량2부,0
량,0
민,0
현재,0
"50,000",0
"50,000리트윗",0
리트,0
윗,0
리트윗,0
번,0
대한,0
대한민국,0
민국,0
슈타임,0
관측,0
시스템,0
포착,0
미사일,0
울산,0
이번,0
직설적,0
503,0
때,0
표현,0
임명,0
여름,0
안녕,0
문재,0
문재인정부,0
인,0
난관,0
합의,0
인공,0
인공강우,0
강우,0
연구,0
싯점,0
공기샤워,0
샤워,0
연구가,0
다,0
박근혜,0
구,0
누리,0
드로,0
염병,0
시작,0
단절,0
분,0
관련,0
휘발유,0
시골,0
시골지역,0
지역,0
경유,0
경유차,0
대부분,0
대기환경,0
환경,0
62,0
며칠,0
날씨,0
꽃향기,0
중국발미세먼지,0
득,0
꽃,0
꽃내음,0
내음,0
시,0
시박,0
박,0
개,0
ㅅㅂ,0
ㅂ,0
67,0
노래,0
증가분,0
도시,0
도시라,0
망,0
순서,0
분할,0
분할전,0
북,0
거임,0
임,0
아이,0
81,0
이건,0
발견,0
원망,0
씨,0
씨팔,0
팔,0
365,0
동물,0
사랑,0
동북아,0
국가,0
국가차원,0
추진,0
국내,0
국내먼지,0
국내대,0
대처,0
배상,0
배상차원,0
요구,0
가야,0
화살,0
오너,0
약자,0
생산,0
생산업체,0
업체,0
160531,0
경,0
경유값,0
유,0
값,0
환경부,0
똥구녕,0
배신,0
애마,0
디젤,0
능력,0
남자,0
코딱지,0
전환,0
2부제,0
제한,0
소용,0
공기중,0
중,0
교수님,0
일본기상협회,0
기상,0
협회,0
위성,0
위성사진,0
사진,0
80,0
이,0
온실,0
온실가스,0
가스,0
배출,0
지구,0
지구온난화,0
온난화,0
진행,0
속도,0
원전,0
추가,0
건설,0
바보,0
미국,0
가동,0
줄,0
지구온난화로,0
온난,0
화로,0
사막,0
확대,0
문,0
문제도,0
제도,0
악화,0
악화일로,0
일로,0
빵,0
우유,0
맥주,0
칵테일,0
예거,0
예거밤,0
밤,0
화장실,0
도피,0
선,0
선지국,0
지국,0
비,0
비법,0
법,0
순대,0
떡볶이,0
예측,0
예측불가,0
불가,0
가로등,0
연,0
학생,0
학생회관,0
회관,0
연결,0
연결고리,0
고리,0
