keyword,frequency
먼지,9
경유,8
경유차,8
차,8
미세,7
미,5
미세먼지,4
화력,4
발전소,4
중국,4
대책,3
석탄,3
석탄화력발전소,3
파워,2
파워인터뷰,2
인터뷰,2
송,2
송옥주,2
옥,2
주,2
미세먼지대책부분,2
부분,2
국제적,2
국제적외교부분,2
외교,2
등,2
얘기,2
방송,2
방송시간,2
시간,2
원인,2
10,1
10분정도,1
분,1
정도,1
화력발전소,1
책임,1
때,1
퇴출,1
선박,0
심각,0
03,0
8,0
대통령,0
하나,0
뿐,0
구,0
화력발전,0
발전,0
축소,0
애,0
84,0
65,0
4,0
화살,0
디젤차,0
오너,0
결국,0
약자,0
차량,0
생산,0
생산업체,0
업체,0
160531,0
경,0
경유값,0
유,0
값,0
환경부,0
앞,0
똥구녕,0
배신,0
애마,0
디젤,0
능력,0
남자,0
눈,0
때문,0
주장,0
설득력,0
부족,0
심,0
마라,0
마라도,0
도,0
흑산,0
흑산도,0
관측,0
설명,0
815,0
해결,0
시작,0
시작단계,0
단계,0
고등어,0
2030,0
2030년,0
년,0
가능,0
네이버,0
뉴스,0
출처,0
00,0
재인,0
데,0
제정신,0
9,0
2,0
진짜,0
공장,0
