keyword,frequency
먼지,38
공기,38
청정기,38
공기청정기,37
미세,33
미세먼지,33
봄,16
철,13
봄철,11
8,11
3,11
라,8
2,8
추천,7
쿠쿠,7
코드리스,7
원,7
0,7
요즘,6
여름,6
정도,6
날씨,6
생각,6
창문,6
하루,6
하루종일,6
종일,6
퓨,4
퓨리케어,4
리,4
케어,4
360,4
예전,4
느낌,4
벚꽃,4
제거,4
때,4
선착순,4
100,4
100명,4
명,4
추가,4
10,4
쿠폰,4
쿠폰증정,4
증정,4
공유,4
최대,4
85,4
85만원,4
만,4
경품,4
혜택,4
봄나들이,4
나들이,4
카메라,4
미,4
힐링,4
마사지,4
마사지기,4
기,4
생활,4
생활가전,4
가전,4
총집합,4
1,4
배,4
소화,4
기분,4
00,4
0088,4
오늘,4
발등,4
뻔,4
이것,4
야당,4
야당탓,4
탓,4
9,3
터,3
차량,3
5,3
7,2
"225,000",2
"225,000원",2
입,2
입점기념,2
점,2
기념,2
특가,2
샤프,2
가습기,2
플라즈마,2
전,2
전상품,2
상품,2
관,2
관세포,2
세포,2
일본,2
직구,2
최저가,2
니,2
고,2
군,2
군사용,2
사용,2
카본,2
카본필터,2
필터,2
장착,2
필,2
해결,2
반복,2
소식,2
외출,2
통합,2
통합대기,2
대기,2
수치,2
때문,2
4,1
집,1
출처,1
냄새,1
넘,1
미세먼지때문,1
마스크,1
재치기,1
난리,1
우리집,1
작업,1
작업멘트,1
멘트,1
훈,1
묘,1
눈,1
엄마,0
찜통,0
582,0
제대,0
법,0
중앙,0
중앙일보,0
일보,0
헬스,0
헬스미디어,0
미디어,0
네이버,0
포스트,0
경보,0
안심,0
지금,0
서울,0
농도,0
24,0
300,0
야,0
레,0
레오스,0
오스,0
801,0
차안,0
해결책,0
40,0
63,0
6,0
황사,0
도움,0
정보,0
해외,0
해외정보,0
로그,0
시발,0
습,0
ㅗ,0
ㅗㅗㅗㅗㅗㅗㅗㅗㅗㅠ공기청정기,0
ㅗㅗㅗㅗㅗㅗㅗㅗㅠ,0
존,0
존내,0
내,0
486,0
등,0
등뒤,0
뒤,0
식은땀,0
일리,0
일리터,0
선,0
무선,0
실현,0
474,0
숲,0
나무,0
흡수,0
21,0
2764,0
뉴스,0
뉴스광장,0
광장,0
일주일,0
대란,0
이후,0
지,0
두고,0
저녁,0
