keyword,frequency
릴레이,1
주민,1
주민장터,1
장터,1
태평,1
태평3동,1
3,1
동,1
복지,1
복지회관,1
회관,1
관장,1
최,1
후원,1
참여,1
금년,1
행사,1
음식,1
다양,1
물품,1
준비,1
미세,1
미세먼지,1
먼지,1
걱정,1
행복,1
토요일,1
