keyword,frequency
먼지,3796
미세,3523
미세먼지,3375
0,860
2,808
5,722
00,654
9,622
1,461
사람,433
10,419
문,410
미,401
후,392
위험,376
외출,374
8,373
누구,367
24,367
밖,361
하다,360
복부,358
비만,358
연구,356
오늘,356
결과,355
위험하다,354
년,350
53,340
3,334
재인,322
농도,317
외출후,316
세수,316
104,315
문재인,299
50,294
한전,274
출처,270
4,269
대기,263
7,262
오염,254
㎍,252
㎥,252
거,248
안전,248
정보,246
단위,243
안전행정부,243
행정부,243
대기오염정보,243
조회,243
조회서비스,243
서비스,243
블랙,225
45,225
핑크,222
블랙핑크,221
화력,218
대통령,217
조심,217
시,214
간,212
5년간,192
분,192
6,191
서울,183
우리,179
내,172
11,172
나,171
이,169
밤,169
45분,165
때문,164
전,158
발전소,155
경기,155
인천,153
리틀,153
리틀텔레비전,153
텔레비전,153
11시,153
대전,152
강원,151
충남,151
충북,150
석탄,149
발전,149
감축,142
텔,140
날씨,139
마리,139
마리텔,139
일,138
수,136
중국,135
생각,134
안,134
노후,128
화력발전소,126
인사,125
기,125
발,124
북,124
공약,118
정부,117
815,117
때,116
방송,113
김,111
ㅠ,109
요즘,108
남,108
희안,107
공기,107
공기업,106
발전공기업,102
건강,101
정,101
날,100
제주,100
부산,99
조,98
천,98
억,96
59,96
ㅅ,96
황사,95
뿐,94
대구,94
광주,94
경남,94
경북,93
전북,93
전남,93
울산,92
7조5천,91
원,89
정책,88
을,88
82,87
그룹,87
목표,85
하루,85
마스크,85
2022,84
감기,84
울,84
교실,84
나도,83
10기,82
0096,82
폐쇄,81
예측,81
실,81
대국민,81
관심사,81
예방법,81
ㅠㅅㅠ,81
부동산,80
꿀,80
만점,79
등등,79
42,79
해,79
서훈,78
국정원장,78
감탄,78
2022년,78
억원,78
부,78
008,77
시작,76
가동,75
한국,75
생활,75
비,73
집사,73
대비,72
준영,72
고양이,72
석탄화력,72
하늘,71
비도,71
공격,71
정준영,71
비주얼,71
정의,71
칵테일,71
홍기,71
최종,71
최종훈,71
훈,71
지기,71
김구라,71
구라,71
실생활,71
대책,70
48,70
46,68
52,68
20,68
저,67
등,66
사랑,66
170520,66
절반,64
야,63
중국발,62
말,61
님,61
뉴스,60
보통,60
40,60
2764,60
라,59
집,59
차,59
지시,59
개,58
눈,55
6870,54
몸,54
57,54
영화,54
기세,54
60,53
연가시,53
17,52
월,52
14,51
초,51
64,50
43,50
터,50
56,50
대,50
49,49
노,48
다,47
21,47
지수,46
손,46
한,45
강,45
여자,45
친구,45
19,44
44,44
신,44
진짜,44
석탄발전,43
51,43
알,43
22,43
힘,43
응원,43
무대,43
중지,42
나라,42
69,42
팬,42
길,42
마차,42
무대인사,42
곸,42
드립,41
당선,41
이후,41
17.05,41
건강여부,41
여부,41
빵,41
지시곸,41
행복,40
일시적,40
62,40
주,40
승,40
봄,40
이상,40
58,39
일시적가동중지,39
랜,39
조사,39
창문,39
ㅇ,39
건,39
문제,38
당선이후,38
증말,38
관,38
여자친구,38
신비,38
화관,38
39,38
모습,37
기분,37
30,37
76,37
바람,37
해결,36
들,36
05,36
41,36
12,36
55,35
잼,35
93,35
승관,35
캐럿,35
힘내,35
승관이,35
관이,35
사랑둥,35
둥,35
뿌랑,35
뿌랑둥,35
부승관,35
배,35
띠,35
중,34
68,34
오고,34
54,34
수치,34
얼굴,34
꽃,33
사대주의,33
봄날,33
띠띠,33
계신,33
걱정,33
곳,33
속눈썹,33
회의,32
듯,32
안구,32
피부,32
포지션,32
여,31
기온,31
세상,31
101,31
6882,30
민,30
상황,30
위,29
현,29
ㅋ,29
소,29
장,29
숨,29
유,29
감사,29
트윗,29
세,29
점,29
기준,29
동,29
산업,29
당,28
19일,28
여러분,28
청정기,28
ㄹ,28
ㅎ,27
트친,27
츠,27
메,27
덕,27
학교,27
목,27
이유,27
잔,27
투데이,27
만,27
테,27
도,26
마련,26
카,26
더위,26
61,26
하이,26
티,26
전국,26
시간,26
손상,26
아이스티,26
낫,26
낫투데이,26
뮤비,26
감상,26
어떠신가,26
자동,26
자동트윗,26
영,26
국민,25
아침,25
전과,25
5개,25
사장단,25
내용,25
저감,25
뭐,25
네이버,25
66,25
너,25
파,25
0617,25
연료,25
생,25
다리,25
탓,24
오랜만,24
큐,24
47,24
포,24
마음,24
오가,24
수험생,24
부부금술,24
부금,24
술,24
판단,24
13,23
다음,23
하나,23
트친소,23
그림,23
질,23
주말,23
안구표면,23
표면,23
3배,23
02,23
중요,23
의지,23
37,23
공기청정기,23
ㄱ,23
북핵,23
핵,23
관리,23
글,23
피,23
적용,23
0095,22
씨,22
공중,22
22일,22
71,22
방지,22
이행,22
연료정책,22
뉴,22
데뷔,22
구,22
룰,22
영향,22
세트,22
약,22
투수,22
최고,21
009,21
120,21
997,21
하이큐,21
츠메,21
우인,21
우인장,21
츠메우인장,21
카니발,21
환,21
환장르,21
장르,21
기타,21
기타등,21
덕질,21
2차,21
1차,21
07,21
풍년,21
달,21
양은,21
치,21
90,21
추진,21
심각,21
기적,21
르,21
투구,21
투구상황,21
보크,21
변칙,21
12초룰,21
12초,21
변칙투구,21
